observation_id,base_id,observed_at,temp_c,wind_speed_kts,wind_gust_kts,visibility_sm,ceiling_ft,precip_type,precip_intensity,flight_category
19340,4,2024-08-15 09:00:00,18.7,9,,4.6,20270,rain,light,MVFR
19341,4,2024-08-15 12:00:00,23.2,27,40,4.0,21924,rain,heavy,MVFR
19342,4,2024-08-15 15:00:00,23.8,6,,7.0,23068,none,,VFR
19343,4,2024-08-15 18:00:00,21.5,16,,9.2,25682,none,,VFR
19344,4,2024-08-15 21:00:00,27.3,6,,7.3,19727,none,,VFR
19345,4,2024-08-16 00:00:00,15.0,16,,7.6,7095,none,,VFR
19346,4,2024-08-16 03:00:00,23.8,21,32,3.5,15300,none,,MVFR
19347,4,2024-08-16 06:00:00,18.4,2,,8.3,2756,none,,MVFR
19348,4,2024-08-16 09:00:00,14.7,12,23,9.0,9702,none,,VFR
19349,4,2024-08-16 12:00:00,24.7,8,,8.1,32339,none,,VFR
19350,4,2024-08-16 15:00:00,20.5,11,26,8.3,29628,none,,VFR
19351,4,2024-08-16 18:00:00,17.7,0,,7.4,29842,none,,VFR
19352,4,2024-08-16 21:00:00,23.1,11,,9.1,11999,none,,VFR
19353,4,2024-08-17 00:00:00,28.9,9,9,4.9,25022,none,,MVFR
19354,4,2024-08-17 03:00:00,20.4,13,15,5.9,4930,none,,VFR
19355,4,2024-08-17 06:00:00,19.7,2,,6.6,17813,none,,VFR
19356,4,2024-08-17 09:00:00,33.4,9,,5.0,17424,none,,VFR
19357,4,2024-08-17 12:00:00,11.4,19,,6.4,4941,none,,VFR
19358,4,2024-08-17 15:00:00,30.6,8,,8.1,21550,none,,VFR
19359,4,2024-08-17 18:00:00,27.5,15,,6.3,19367,none,,VFR
19360,4,2024-08-17 21:00:00,31.2,12,26,2.9,18738,none,,IFR
19361,4,2024-08-18 00:00:00,26.6,8,13,3.3,27195,none,,MVFR
19362,4,2024-08-18 03:00:00,14.8,13,,3.6,12027,none,,MVFR
19363,4,2024-08-18 06:00:00,24.0,6,,8.9,7997,none,,VFR
19364,4,2024-08-18 09:00:00,30.6,0,12,3.6,38838,none,,MVFR
19365,4,2024-08-18 12:00:00,32.7,10,,10.9,24100,none,,VFR
19366,4,2024-08-18 15:00:00,16.2,6,,5.5,10018,none,,VFR
19367,4,2024-08-18 18:00:00,28.3,1,8,5.9,10731,none,,VFR
19368,4,2024-08-18 21:00:00,27.9,4,,8.5,27752,none,,VFR
19369,4,2024-08-19 00:00:00,15.2,7,16,7.7,7074,none,,VFR
19370,4,2024-08-19 03:00:00,29.5,17,20,5.9,25116,none,,VFR
19371,4,2024-08-19 06:00:00,27.1,18,28,1.9,20901,none,,IFR
19372,4,2024-08-19 09:00:00,23.3,6,,17.0,23930,none,,VFR
19373,4,2024-08-19 12:00:00,23.4,1,,6.1,26833,none,,VFR
19374,4,2024-08-19 15:00:00,19.1,12,,9.9,4272,none,,VFR
19375,4,2024-08-19 18:00:00,30.3,9,,9.8,2760,rain,light,MVFR
19376,4,2024-08-19 21:00:00,23.7,4,,6.7,25037,none,,VFR
19377,4,2024-08-20 00:00:00,14.4,0,11,7.8,17055,none,,VFR
19378,4,2024-08-20 03:00:00,23.8,14,,17.1,10696,none,,VFR
19379,4,2024-08-20 06:00:00,19.4,10,,8.0,16085,none,,VFR
19380,4,2024-08-20 09:00:00,20.5,18,30,6.4,13129,rain,light,VFR
19381,4,2024-08-20 12:00:00,22.2,4,,12.4,28370,none,,VFR
19382,4,2024-08-20 15:00:00,23.8,12,19,4.6,25173,none,,MVFR
19383,4,2024-08-20 18:00:00,29.2,10,,4.4,3430,none,,MVFR
19384,4,2024-08-20 21:00:00,19.8,12,23,9.2,9038,none,,VFR
19385,4,2024-08-21 00:00:00,23.2,16,,10.2,8597,none,,VFR
19386,4,2024-08-21 03:00:00,14.2,3,,9.8,15336,none,,VFR
19387,4,2024-08-21 06:00:00,24.5,4,,10.6,435,rain,moderate,LIFR
19388,4,2024-08-21 09:00:00,22.5,0,,8.0,21356,none,,VFR
19389,4,2024-08-21 12:00:00,21.2,4,,11.4,17669,none,,VFR
19390,4,2024-08-21 15:00:00,21.5,0,10,2.3,17786,fog,heavy,IFR
19391,4,2024-08-21 18:00:00,26.1,19,,3.4,24774,none,,MVFR
19392,4,2024-08-21 21:00:00,23.8,22,,9.3,8616,none,,VFR
19393,4,2024-08-22 00:00:00,17.4,9,,5.3,10129,none,,VFR
19394,4,2024-08-22 03:00:00,27.4,16,,6.1,22720,none,,VFR
19395,4,2024-08-22 06:00:00,22.8,0,,13.0,6972,none,,VFR
19396,4,2024-08-22 09:00:00,28.1,9,,6.9,14044,none,,VFR
19397,4,2024-08-22 12:00:00,20.4,7,,6.3,17292,rain,heavy,VFR
19398,4,2024-08-22 15:00:00,33.6,0,,12.7,13893,none,,VFR
19399,4,2024-08-22 18:00:00,24.6,5,9,7.7,11788,rain,heavy,VFR
19400,4,2024-08-22 21:00:00,23.9,15,,5.2,16151,none,,VFR
19401,4,2024-08-23 00:00:00,17.5,8,13,8.7,200,none,,LIFR
19402,4,2024-08-23 03:00:00,18.8,17,,12.0,9721,none,,VFR
19403,4,2024-08-23 06:00:00,25.0,2,,2.9,19102,fog,heavy,IFR
19404,4,2024-08-23 09:00:00,24.2,10,,7.9,18424,rain,moderate,VFR
19405,4,2024-08-23 12:00:00,22.3,4,14,4.5,23828,none,,MVFR
19406,4,2024-08-23 15:00:00,24.8,6,,3.6,200,none,,LIFR
19407,4,2024-08-23 18:00:00,16.4,5,,12.3,20745,none,,VFR
19408,4,2024-08-23 21:00:00,19.5,17,30,9.8,20857,none,,VFR
19409,4,2024-08-24 00:00:00,24.7,0,,9.4,2009,none,,MVFR
19410,4,2024-08-24 03:00:00,15.1,10,,6.5,12513,none,,VFR
19411,4,2024-08-24 06:00:00,25.7,10,,7.8,25986,none,,VFR
19412,4,2024-08-24 09:00:00,18.8,8,,8.3,16276,rain,heavy,VFR
19413,4,2024-08-24 12:00:00,16.4,12,13,6.4,23553,none,,VFR
19414,4,2024-08-24 15:00:00,13.7,7,,9.3,3926,none,,VFR
19415,4,2024-08-24 18:00:00,26.7,9,,7.7,200,none,,LIFR
19416,4,2024-08-24 21:00:00,19.0,14,26,5.2,16765,none,,VFR
19417,4,2024-08-25 00:00:00,22.5,13,,4.8,10737,none,,MVFR
19418,4,2024-08-25 03:00:00,18.4,14,19,7.6,13001,rain,moderate,VFR
19419,4,2024-08-25 06:00:00,25.7,7,,14.2,18088,none,,VFR
19420,4,2024-08-25 09:00:00,20.2,17,18,12.2,18195,none,,VFR
19421,4,2024-08-25 12:00:00,22.0,1,6,7.2,18570,none,,VFR
19422,4,2024-08-25 15:00:00,25.5,15,,6.6,25289,rain,light,VFR
19423,4,2024-08-25 18:00:00,32.2,7,,4.6,24427,none,,MVFR
19424,4,2024-08-25 21:00:00,19.9,14,,3.0,18353,none,,MVFR
19425,4,2024-08-26 00:00:00,19.3,12,,7.6,16522,none,,VFR
19426,4,2024-08-26 03:00:00,11.7,0,0,0.2,23403,none,,LIFR
19427,4,2024-08-26 06:00:00,22.8,10,,2.9,24051,none,,IFR
19428,4,2024-08-26 09:00:00,31.6,7,7,7.2,14649,none,,VFR
19429,4,2024-08-26 12:00:00,20.8,0,9,5.6,28699,rain,moderate,VFR
19430,4,2024-08-26 15:00:00,9.5,12,16,7.9,18058,none,,VFR
19431,4,2024-08-26 18:00:00,22.7,4,4,7.6,200,none,,LIFR
19432,4,2024-08-26 21:00:00,19.2,8,20,4.6,21132,none,,MVFR
19433,4,2024-08-27 00:00:00,31.9,7,,8.8,19699,none,,VFR
19434,4,2024-08-27 03:00:00,28.4,3,,8.1,11780,none,,VFR
19435,4,2024-08-27 06:00:00,7.9,6,,6.9,27623,none,,VFR
19436,4,2024-08-27 09:00:00,21.6,9,,12.7,20020,rain,light,VFR
19437,4,2024-08-27 12:00:00,14.8,6,,9.1,9349,none,,VFR
19438,4,2024-08-27 15:00:00,28.3,4,,11.0,13609,none,,VFR
19439,4,2024-08-27 18:00:00,20.9,12,,13.0,4728,none,,VFR
19440,4,2024-08-27 21:00:00,15.5,6,,3.5,10917,none,,MVFR
19441,4,2024-08-28 00:00:00,27.9,6,,9.3,7382,none,,VFR
19442,4,2024-08-28 03:00:00,21.8,15,,12.3,15044,none,,VFR
19443,4,2024-08-28 06:00:00,24.0,15,,4.1,24391,none,,MVFR
19444,4,2024-08-28 09:00:00,26.7,2,,9.0,18795,rain,light,VFR
19445,4,2024-08-28 12:00:00,24.1,8,,4.5,33374,none,,MVFR
19446,4,2024-08-28 15:00:00,21.7,13,14,14.1,15767,none,,VFR
19447,4,2024-08-28 18:00:00,28.3,11,,7.7,15617,none,,VFR
19448,4,2024-08-28 21:00:00,18.3,1,,12.4,201,none,,LIFR
19449,4,2024-08-29 00:00:00,24.2,9,,10.6,22788,rain,heavy,VFR
19450,4,2024-08-29 03:00:00,20.0,2,15,16.0,17058,none,,VFR
19451,4,2024-08-29 06:00:00,23.8,11,11,10.0,37597,none,,VFR
19452,4,2024-08-29 09:00:00,28.3,3,13,9.3,20512,none,,VFR
19453,4,2024-08-29 12:00:00,15.4,15,,7.7,33565,none,,VFR
19454,4,2024-08-29 15:00:00,28.8,17,,11.9,12594,none,,VFR
19455,4,2024-08-29 18:00:00,16.8,19,32,10.6,21293,none,,VFR
19456,4,2024-08-29 21:00:00,24.7,15,,8.8,28421,none,,VFR
19457,4,2024-08-30 00:00:00,22.5,12,,9.5,3362,none,,VFR
19458,4,2024-08-30 03:00:00,20.8,13,26,6.4,20065,none,,VFR
19459,4,2024-08-30 06:00:00,36.6,17,,7.4,7665,none,,VFR
19460,4,2024-08-30 09:00:00,30.4,14,,8.2,200,none,,LIFR
19461,4,2024-08-30 12:00:00,20.9,11,,7.5,20190,none,,VFR
19462,4,2024-08-30 15:00:00,19.0,7,11,9.5,19597,none,,VFR
19463,4,2024-08-30 18:00:00,17.9,8,,5.0,200,none,,LIFR
19464,4,2024-08-30 21:00:00,13.9,21,,8.3,22715,none,,VFR
19465,4,2024-08-31 00:00:00,18.8,14,,12.4,200,none,,LIFR
19466,4,2024-08-31 03:00:00,25.5,10,,11.8,19550,none,,VFR
19467,4,2024-08-31 06:00:00,28.3,2,,4.9,20069,none,,MVFR
19468,4,2024-08-31 09:00:00,17.4,6,,5.0,10187,none,,VFR
19469,4,2024-08-31 12:00:00,32.9,0,,8.8,23939,none,,VFR
19470,4,2024-08-31 15:00:00,19.3,18,,3.1,9735,none,,MVFR
19471,4,2024-08-31 18:00:00,23.6,6,,4.3,4827,none,,MVFR
19472,4,2024-08-31 21:00:00,35.2,8,,5.8,10691,none,,VFR
19473,4,2024-09-01 00:00:00,28.3,10,,6.8,15356,none,,VFR
19474,4,2024-09-01 03:00:00,20.5,7,,11.0,17398,rain,heavy,VFR
19475,4,2024-09-01 06:00:00,29.8,8,,8.1,31214,none,,VFR
19476,4,2024-09-01 09:00:00,23.5,12,,6.0,15775,rain,light,VFR
19477,4,2024-09-01 12:00:00,22.1,7,,7.0,13724,none,,VFR
19478,4,2024-09-01 15:00:00,13.3,6,,5.0,13864,none,,VFR
19479,4,2024-09-01 18:00:00,21.8,8,,9.7,17729,none,,VFR
19480,4,2024-09-01 21:00:00,7.4,8,17,10.4,13810,none,,VFR
19481,4,2024-09-02 00:00:00,24.0,11,,12.4,16497,none,,VFR
19482,4,2024-09-02 03:00:00,14.4,12,,9.8,27299,none,,VFR
19483,4,2024-09-02 06:00:00,30.2,16,27,11.4,13475,rain,light,VFR
19484,4,2024-09-02 09:00:00,27.4,12,,12.9,5880,none,,VFR
19485,4,2024-09-02 12:00:00,18.2,13,,8.1,14796,none,,VFR
19486,4,2024-09-02 15:00:00,21.7,17,,5.7,1189,none,,MVFR
19487,4,2024-09-02 18:00:00,17.3,8,21,11.9,20353,none,,VFR
19488,4,2024-09-02 21:00:00,13.3,9,,8.2,15319,rain,moderate,VFR
19489,4,2024-09-03 00:00:00,21.5,10,14,5.4,25278,none,,VFR
19490,4,2024-09-03 03:00:00,21.9,9,,5.7,7982,rain,heavy,VFR
19491,4,2024-09-03 06:00:00,32.4,11,23,5.0,19927,none,,VFR
19492,4,2024-09-03 09:00:00,30.5,10,,12.8,18237,none,,VFR
19493,4,2024-09-03 12:00:00,19.3,0,,11.5,29329,none,,VFR
19494,4,2024-09-03 15:00:00,27.7,0,,6.3,10020,none,,VFR
19495,4,2024-09-03 18:00:00,12.9,10,24,7.5,4992,none,,VFR
19496,4,2024-09-03 21:00:00,26.2,16,29,1.9,11237,fog,light,IFR
19497,4,2024-09-04 00:00:00,13.8,20,,8.6,13044,none,,VFR
19498,4,2024-09-04 03:00:00,11.8,15,26,5.6,29197,none,,VFR
19499,4,2024-09-04 06:00:00,32.6,7,13,7.2,5852,none,,VFR
19500,4,2024-09-04 09:00:00,17.0,6,,7.4,17244,none,,VFR
19501,4,2024-09-04 12:00:00,26.7,4,,7.2,24209,none,,VFR
19502,4,2024-09-04 15:00:00,21.4,23,,8.7,8062,rain,moderate,VFR
19503,4,2024-09-04 18:00:00,22.2,20,,5.9,21382,rain,moderate,VFR
19504,4,2024-09-04 21:00:00,17.8,6,,10.0,37051,none,,VFR
19505,4,2024-09-05 00:00:00,21.8,2,,8.4,14879,none,,VFR
19506,4,2024-09-05 03:00:00,19.5,21,,8.9,26258,rain,light,VFR
19507,4,2024-09-05 06:00:00,27.8,9,,2.9,19476,fog,moderate,IFR
19508,4,2024-09-05 09:00:00,23.2,19,,7.6,1615,rain,light,MVFR
19509,4,2024-09-05 12:00:00,15.1,7,,9.2,7007,none,,VFR
19510,4,2024-09-05 15:00:00,16.3,8,,9.2,14914,none,,VFR
19511,4,2024-09-05 18:00:00,18.3,13,17,3.5,1580,none,,MVFR
19512,4,2024-09-05 21:00:00,16.6,13,,9.2,20217,none,,VFR
19513,4,2024-09-06 00:00:00,17.1,12,,6.0,12269,none,,VFR
19514,4,2024-09-06 03:00:00,13.7,13,,4.3,22447,none,,MVFR
19515,4,2024-09-06 06:00:00,15.6,12,,11.5,25592,none,,VFR
19516,4,2024-09-06 09:00:00,21.1,8,,14.1,27181,none,,VFR
19517,4,2024-09-06 12:00:00,23.1,11,19,9.7,9230,none,,VFR
19518,4,2024-09-06 15:00:00,18.2,1,,3.7,10743,none,,MVFR
19519,4,2024-09-06 18:00:00,25.9,12,,12.0,9802,none,,VFR
19520,4,2024-09-06 21:00:00,27.3,13,28,5.2,20206,none,,VFR
19521,4,2024-09-07 00:00:00,16.0,4,,4.3,39293,none,,MVFR
19522,4,2024-09-07 03:00:00,7.9,11,,6.2,4274,none,,VFR
19523,4,2024-09-07 06:00:00,17.1,9,,9.4,18291,none,,VFR
19524,4,2024-09-07 09:00:00,6.3,15,16,8.4,12137,none,,VFR
19525,4,2024-09-07 12:00:00,28.7,10,,10.0,24028,none,,VFR
19526,4,2024-09-07 15:00:00,13.8,5,17,9.7,8481,none,,VFR
19527,4,2024-09-07 18:00:00,18.4,5,14,10.2,7090,none,,VFR
19528,4,2024-09-07 21:00:00,16.5,16,28,8.4,200,none,,LIFR
19529,4,2024-09-08 00:00:00,22.1,17,,14.1,20790,rain,moderate,VFR
19530,4,2024-09-08 03:00:00,19.5,2,,9.6,10694,none,,VFR
19531,4,2024-09-08 06:00:00,11.9,11,14,5.5,16620,none,,VFR
19532,4,2024-09-08 09:00:00,15.6,14,14,7.4,8217,none,,VFR
19533,4,2024-09-08 12:00:00,15.2,10,,7.0,9162,rain,light,VFR
19534,4,2024-09-08 15:00:00,25.1,0,,11.4,16222,none,,VFR
19535,4,2024-09-08 18:00:00,19.6,12,,3.9,25737,none,,MVFR
19536,4,2024-09-08 21:00:00,23.2,0,,1.1,15449,none,,IFR
19537,4,2024-09-09 00:00:00,31.7,9,,11.6,21468,none,,VFR
19538,4,2024-09-09 03:00:00,20.2,13,,7.3,23187,rain,light,VFR
19539,4,2024-09-09 06:00:00,25.6,0,,4.1,16439,none,,MVFR
19540,4,2024-09-09 09:00:00,24.8,6,,10.4,15862,rain,moderate,VFR
19541,4,2024-09-09 12:00:00,22.2,0,,9.7,21737,none,,VFR
19542,4,2024-09-09 15:00:00,32.4,4,16,9.3,18420,none,,VFR
19543,4,2024-09-09 18:00:00,34.4,2,12,7.3,19387,none,,VFR
19544,4,2024-09-09 21:00:00,18.3,8,,7.3,22832,none,,VFR
19545,4,2024-09-10 00:00:00,19.1,19,,12.7,12690,none,,VFR
19546,4,2024-09-10 03:00:00,18.2,16,,4.7,17873,none,,MVFR
19547,4,2024-09-10 06:00:00,20.9,10,17,3.1,25011,none,,MVFR
19548,4,2024-09-10 09:00:00,26.6,8,,12.3,4960,none,,VFR
19549,4,2024-09-10 12:00:00,24.6,9,24,2.6,3690,none,,IFR
19550,4,2024-09-10 15:00:00,31.1,12,,8.7,6467,none,,VFR
19551,4,2024-09-10 18:00:00,20.7,5,,11.7,4259,rain,light,VFR
19552,4,2024-09-10 21:00:00,28.0,12,,6.6,14849,none,,VFR
19553,4,2024-09-11 00:00:00,25.1,13,,5.5,13386,none,,VFR
19554,4,2024-09-11 03:00:00,25.1,13,,5.5,11482,none,,VFR
19555,4,2024-09-11 06:00:00,20.6,11,,6.4,13552,none,,VFR
19556,4,2024-09-11 09:00:00,23.3,7,,10.6,15315,none,,VFR
19557,4,2024-09-11 12:00:00,12.1,16,,7.3,17970,none,,VFR
19558,4,2024-09-11 15:00:00,18.8,8,22,7.8,11312,none,,VFR
19559,4,2024-09-11 18:00:00,27.9,11,,7.7,16408,none,,VFR
19560,4,2024-09-11 21:00:00,18.1,18,,1.4,13234,none,,IFR
19561,4,2024-09-12 00:00:00,29.0,13,,4.6,13396,none,,MVFR
19562,4,2024-09-12 03:00:00,23.2,0,,6.1,13398,none,,VFR
19563,4,2024-09-12 06:00:00,24.1,9,,14.7,17445,none,,VFR
19564,4,2024-09-12 09:00:00,12.7,6,,5.3,8986,none,,VFR
19565,4,2024-09-12 12:00:00,23.4,0,15,2.1,16736,fog,heavy,IFR
19566,4,2024-09-12 15:00:00,19.1,13,,8.2,3520,none,,VFR
19567,4,2024-09-12 18:00:00,14.2,5,,11.8,6719,none,,VFR
19568,4,2024-09-12 21:00:00,26.2,6,15,10.1,13131,none,,VFR
19569,4,2024-09-13 00:00:00,3.5,5,,7.6,5323,rain,heavy,VFR
19570,4,2024-09-13 03:00:00,17.3,8,,12.0,11444,none,,VFR
19571,4,2024-09-13 06:00:00,33.6,18,,11.5,200,none,,LIFR
19572,4,2024-09-13 09:00:00,23.4,4,,12.2,200,none,,LIFR
19573,4,2024-09-13 12:00:00,23.8,0,,9.3,19896,none,,VFR
19574,4,2024-09-13 15:00:00,29.3,8,,6.3,19286,none,,VFR
19575,4,2024-09-13 18:00:00,18.6,0,,6.3,6414,none,,VFR
19576,4,2024-09-13 21:00:00,20.8,8,,7.8,11789,none,,VFR
19577,4,2024-09-14 00:00:00,24.9,11,,10.2,17245,none,,VFR
19578,4,2024-09-14 03:00:00,21.3,5,,9.2,200,none,,LIFR
19579,4,2024-09-14 06:00:00,26.7,16,22,7.1,11985,none,,VFR
19580,4,2024-09-14 09:00:00,22.0,9,,12.9,5227,rain,light,VFR
19581,4,2024-09-14 12:00:00,23.7,21,,10.5,13267,none,,VFR
19582,4,2024-09-14 15:00:00,21.0,15,,7.3,13498,none,,VFR
19583,4,2024-09-14 18:00:00,17.6,5,6,8.6,14868,none,,VFR
19584,4,2024-09-14 21:00:00,10.7,3,,8.5,16664,none,,VFR
19585,4,2024-09-15 00:00:00,29.3,13,,2.5,22952,none,,IFR
19586,4,2024-09-15 03:00:00,34.8,0,11,9.5,4827,none,,VFR
19587,4,2024-09-15 06:00:00,20.4,10,,7.7,7048,none,,VFR
19588,4,2024-09-15 09:00:00,33.6,5,,8.4,11340,rain,moderate,VFR
19589,4,2024-09-15 12:00:00,22.4,13,,3.2,10999,none,,MVFR
19590,4,2024-09-15 15:00:00,15.8,15,,12.3,15029,none,,VFR
19591,4,2024-09-15 18:00:00,33.7,12,14,7.7,4058,none,,VFR
19592,4,2024-09-15 21:00:00,18.9,7,,12.2,24078,none,,VFR
19593,4,2024-09-16 00:00:00,26.7,17,,7.5,19957,none,,VFR
19594,4,2024-09-16 03:00:00,21.0,11,,6.1,9462,none,,VFR
19595,4,2024-09-16 06:00:00,24.1,23,,6.0,11492,none,,VFR
19596,4,2024-09-16 09:00:00,28.3,8,,7.6,18073,none,,VFR
19597,4,2024-09-16 12:00:00,14.8,3,9,8.8,26557,none,,VFR
19598,4,2024-09-16 15:00:00,17.6,16,17,6.0,14887,none,,VFR
19599,4,2024-09-16 18:00:00,23.8,2,,4.2,7976,none,,MVFR
19600,4,2024-09-16 21:00:00,18.4,13,18,10.8,3068,none,,VFR
19601,4,2024-09-17 00:00:00,13.9,6,12,2.7,23112,none,,IFR
19602,4,2024-09-17 03:00:00,16.3,16,,5.4,16773,none,,VFR
19603,4,2024-09-17 06:00:00,20.1,8,,5.8,1652,none,,MVFR
19604,4,2024-09-17 09:00:00,17.5,12,,6.5,17300,none,,VFR
19605,4,2024-09-17 12:00:00,20.8,18,,7.6,11636,none,,VFR
19606,4,2024-09-17 15:00:00,28.3,8,,10.6,20197,none,,VFR
19607,4,2024-09-17 18:00:00,21.3,11,,6.0,6583,none,,VFR
19608,4,2024-09-17 21:00:00,20.1,6,,11.9,11844,none,,VFR
19609,4,2024-09-18 00:00:00,21.2,10,18,7.0,13999,none,,VFR
19610,4,2024-09-18 03:00:00,37.4,4,,1.2,5279,none,,IFR
19611,4,2024-09-18 06:00:00,9.7,9,14,11.2,9469,none,,VFR
19612,4,2024-09-18 09:00:00,20.9,2,,8.0,5759,none,,VFR
19613,4,2024-09-18 12:00:00,23.7,15,,7.3,4947,rain,light,VFR
19614,4,2024-09-18 15:00:00,24.4,2,12,3.7,16200,none,,MVFR
19615,4,2024-09-18 18:00:00,14.0,0,,9.4,18096,rain,light,VFR
19616,4,2024-09-18 21:00:00,20.0,7,,9.3,9452,none,,VFR
19617,4,2024-09-19 00:00:00,22.6,17,,9.4,18845,none,,VFR
19618,4,2024-09-19 03:00:00,26.2,5,,7.1,25601,none,,VFR
19619,4,2024-09-19 06:00:00,19.3,13,,7.4,20491,none,,VFR
19620,4,2024-09-19 09:00:00,19.8,15,,9.3,32016,none,,VFR
19621,4,2024-09-19 12:00:00,20.0,16,,10.0,1801,none,,MVFR
19622,4,2024-09-19 15:00:00,20.5,8,,12.8,26943,none,,VFR
19623,4,2024-09-19 18:00:00,22.3,0,,9.6,200,none,,LIFR
19624,4,2024-09-19 21:00:00,24.0,13,,11.6,8017,none,,VFR
19625,4,2024-09-20 00:00:00,24.0,4,12,11.6,25310,none,,VFR
19626,4,2024-09-20 03:00:00,18.5,3,,7.2,38576,none,,VFR
19627,4,2024-09-20 06:00:00,29.3,1,,4.8,14715,rain,heavy,MVFR
19628,4,2024-09-20 09:00:00,29.8,7,,5.7,6222,none,,VFR
19629,4,2024-09-20 12:00:00,5.5,9,,6.9,16298,rain,light,VFR
19630,4,2024-09-20 15:00:00,12.2,11,,7.2,18756,none,,VFR
19631,4,2024-09-20 18:00:00,14.7,9,,5.6,13532,rain,light,VFR
19632,4,2024-09-20 21:00:00,21.2,6,,3.7,200,none,,LIFR
19633,4,2024-09-21 00:00:00,17.1,5,,7.9,10657,none,,VFR
19634,4,2024-09-21 03:00:00,18.1,5,,3.9,10993,none,,MVFR
19635,4,2024-09-21 06:00:00,19.9,3,,11.6,19385,none,,VFR
19636,4,2024-09-21 09:00:00,18.9,12,18,13.3,8958,none,,VFR
19637,4,2024-09-21 12:00:00,35.7,7,16,6.5,11175,none,,VFR
19638,4,2024-09-21 15:00:00,25.3,12,20,8.5,13229,none,,VFR
19639,4,2024-09-21 18:00:00,17.0,0,,10.5,13208,none,,VFR
19640,4,2024-09-21 21:00:00,4.8,17,,10.4,18341,none,,VFR
19641,4,2024-09-22 00:00:00,26.3,14,,4.1,9945,none,,MVFR
19642,4,2024-09-22 03:00:00,9.7,8,,1.4,14350,none,,IFR
19643,4,2024-09-22 06:00:00,21.2,13,,11.4,14565,none,,VFR
19644,4,2024-09-22 09:00:00,29.2,11,,8.9,12393,none,,VFR
19645,4,2024-09-22 12:00:00,24.5,3,,10.5,18674,none,,VFR
19646,4,2024-09-22 15:00:00,28.7,15,19,6.1,26534,rain,light,VFR
19647,4,2024-09-22 18:00:00,26.1,5,,14.0,10547,none,,VFR
19648,4,2024-09-22 21:00:00,25.5,12,25,2.7,17027,none,,IFR
19649,4,2024-09-23 00:00:00,21.2,11,,3.6,1317,none,,MVFR
19650,4,2024-09-23 03:00:00,8.0,6,,8.1,16970,none,,VFR
19651,4,2024-09-23 06:00:00,23.8,3,,8.3,9083,none,,VFR
19652,4,2024-09-23 09:00:00,22.6,0,,6.2,14956,none,,VFR
19653,4,2024-09-23 12:00:00,13.2,15,,4.7,19349,none,,MVFR
19654,4,2024-09-23 15:00:00,21.8,21,,6.1,3758,rain,moderate,VFR
19655,4,2024-09-23 18:00:00,25.7,4,,8.7,27194,none,,VFR
19656,4,2024-09-23 21:00:00,27.1,9,,10.9,8733,none,,VFR
19657,4,2024-09-24 00:00:00,16.6,9,,6.6,7717,rain,heavy,VFR
19658,4,2024-09-24 03:00:00,23.2,0,,7.6,25315,none,,VFR
19659,4,2024-09-24 06:00:00,22.1,8,,6.4,3783,none,,VFR
19660,4,2024-09-24 09:00:00,22.0,9,14,9.7,21924,none,,VFR
19661,4,2024-09-24 12:00:00,19.9,12,,5.6,20032,none,,VFR
19662,4,2024-09-24 15:00:00,5.7,14,25,7.6,29444,none,,VFR
19663,4,2024-09-24 18:00:00,32.4,8,8,8.7,21616,rain,light,VFR
19664,4,2024-09-24 21:00:00,16.1,13,,10.3,16600,none,,VFR
19665,4,2024-09-25 00:00:00,19.9,0,,10.1,11943,none,,VFR
19666,4,2024-09-25 03:00:00,29.4,8,,7.9,19697,none,,VFR
19667,4,2024-09-25 06:00:00,20.4,14,29,9.9,5105,none,,VFR
19668,4,2024-09-25 09:00:00,9.9,0,,5.4,20363,rain,heavy,VFR
19669,4,2024-09-25 12:00:00,29.0,6,,8.1,3933,rain,light,VFR
19670,4,2024-09-25 15:00:00,15.7,10,,6.9,25968,rain,moderate,VFR
19671,4,2024-09-25 18:00:00,16.4,11,,7.1,12863,none,,VFR
19672,4,2024-09-25 21:00:00,21.6,9,,13.3,16559,none,,VFR
19673,4,2024-09-26 00:00:00,27.4,2,5,8.0,6651,none,,VFR
19674,4,2024-09-26 03:00:00,23.5,7,21,6.6,6893,none,,VFR
19675,4,2024-09-26 06:00:00,27.4,6,11,10.3,17476,none,,VFR
19676,4,2024-09-26 09:00:00,20.9,15,,5.2,11128,none,,VFR
19677,4,2024-09-26 12:00:00,17.5,0,,14.1,19251,none,,VFR
19678,4,2024-09-26 15:00:00,26.9,12,,16.2,21088,none,,VFR
19679,4,2024-09-26 18:00:00,18.0,12,,10.3,9561,rain,light,VFR
19680,4,2024-09-26 21:00:00,19.8,9,,7.2,9998,none,,VFR
19681,4,2024-09-27 00:00:00,24.6,10,21,8.6,19181,none,,VFR
19682,4,2024-09-27 03:00:00,28.7,14,,6.2,200,none,,LIFR
19683,4,2024-09-27 06:00:00,25.0,20,23,9.6,12624,none,,VFR
19684,4,2024-09-27 09:00:00,12.7,6,,7.5,200,none,,LIFR
19685,4,2024-09-27 12:00:00,27.5,14,,8.2,17165,none,,VFR
19686,4,2024-09-27 15:00:00,9.3,14,,7.2,8624,rain,moderate,VFR
19687,4,2024-09-27 18:00:00,11.8,10,,9.9,21072,rain,heavy,VFR
19688,4,2024-09-27 21:00:00,17.6,8,14,12.4,21063,none,,VFR
