flight_id,mission_id,aircraft_id,pic_crew_id,origin_base_id,dest_base_id,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,flight_hours,fuel_burn_lbs,status,delay_minutes,delay_reason
10861,9692,22,10,1,3,2024-09-19 06:11:00,2024-09-19 07:11:00,2024-09-19 15:13:02,2024-09-19 16:13:02,9.0,22903.0,completed,60,airspace
10862,9693,41,16,1,3,2024-09-19 16:15:00,2024-09-19 16:15:00,2024-09-19 20:34:44,2024-09-19 20:34:44,4.3,15148.0,completed,0,
10863,9694,22,1,1,3,2024-09-19 23:39:00,2024-09-19 23:39:00,2024-09-20 03:26:40,2024-09-20 03:26:40,3.8,9945.0,completed,0,
10864,9695,40,30,2,2,2024-09-19 17:17:00,2024-09-19 17:17:00,2024-09-20 02:19:27,2024-09-20 02:19:27,9.0,11021.0,completed,0,
10865,9696,40,33,2,3,2024-09-19 03:53:00,2024-09-19 03:53:00,2024-09-19 12:20:40,2024-09-19 12:20:40,8.5,15503.0,completed,0,
10866,9697,6,33,2,3,2024-09-19 00:19:00,2024-09-19 00:19:00,2024-09-19 07:08:28,2024-09-19 07:08:28,6.8,16932.0,completed,0,
10867,9697,6,39,3,2,2024-09-19 12:58:05,2024-09-19 12:58:05,2024-09-19 19:05:10,2024-09-19 19:05:10,6.1,22275.0,completed,0,
10868,9698,42,26,2,2,2024-09-19 17:56:00,2024-09-19 17:56:00,2024-09-20 02:02:25,2024-09-20 02:02:25,8.1,14351.0,completed,0,
10869,9699,2,49,3,4,2024-09-19 20:47:00,2024-09-19 20:47:00,2024-09-20 00:49:32,2024-09-20 00:49:32,4.0,5036.0,completed,0,
10870,9700,24,40,3,5,2024-09-19 08:54:00,2024-09-19 09:09:00,2024-09-19 10:52:27,2024-09-19 11:07:27,2.0,6975.0,completed,15,airspace
10871,9700,24,80,5,3,2024-09-19 15:20:07,2024-09-19 15:20:07,2024-09-19 17:16:37,2024-09-19 17:16:37,1.9,2524.0,completed,0,
10872,9701,19,53,3,2,2024-09-19 05:36:00,2024-09-19 05:36:00,2024-09-19 15:10:56,2024-09-19 15:10:56,9.6,29282.0,completed,0,
10873,9701,19,22,2,3,2024-09-19 18:48:37,2024-09-19 18:48:37,2024-09-20 04:25:20,2024-09-20 04:25:20,9.6,9615.0,completed,0,
10874,9702,19,40,3,1,2024-09-19 06:57:00,2024-09-19 06:57:00,2024-09-19 13:22:50,2024-09-19 13:22:50,6.4,13866.0,completed,0,
10875,9702,19,12,1,3,2024-09-19 14:49:56,2024-09-19 14:49:56,2024-09-19 21:44:05,2024-09-19 21:44:05,6.9,26182.0,completed,0,
10876,9703,19,46,3,3,2024-09-19 01:23:00,2024-09-19 01:23:00,2024-09-19 09:03:45,2024-09-19 09:03:45,7.7,27949.0,completed,0,
10877,9704,35,67,4,6,2024-09-19 00:16:00,2024-09-19 00:16:00,2024-09-19 02:09:38,2024-09-19 02:09:38,1.9,1670.0,completed,0,
10878,9705,35,66,4,2,2024-09-19 00:01:00,2024-09-19 00:16:00,2024-09-19 05:06:17,2024-09-19 05:21:17,5.1,10056.0,completed,15,crew
10879,9706,9,60,4,3,2024-09-19 12:31:00,2024-09-19 12:31:00,2024-09-19 22:06:02,2024-09-19 22:06:02,9.6,14775.0,completed,0,
10880,9706,9,49,3,4,2024-09-20 02:13:48,2024-09-20 02:13:48,2024-09-20 12:08:10,2024-09-20 12:08:10,9.9,31355.0,completed,0,
10881,9707,9,67,4,3,2024-09-19 18:27:00,2024-09-19 18:27:00,2024-09-20 01:49:40,2024-09-20 01:49:40,7.4,14359.0,completed,0,
10882,9709,17,66,4,1,2024-09-19 19:00:00,2024-09-19 19:00:00,2024-09-20 04:14:01,2024-09-20 04:14:01,9.2,25131.0,completed,0,
10883,9709,17,2,1,4,2024-09-20 07:45:01,2024-09-20 07:45:01,2024-09-20 16:26:05,2024-09-20 16:26:05,8.7,15819.0,completed,0,
10884,9710,26,80,5,4,2024-09-19 11:32:00,2024-09-19 11:32:00,2024-09-19 19:07:13,2024-09-19 19:07:13,7.6,8146.0,completed,0,
10885,9713,43,92,5,4,2024-09-19 14:38:00,2024-09-19 14:38:00,2024-09-19 23:59:47,2024-09-19 23:59:47,9.4,21758.0,completed,0,
10886,9714,43,91,5,3,2024-09-19 02:17:00,2024-09-19 02:17:00,2024-09-19 10:37:18,2024-09-19 10:37:18,8.3,9040.0,completed,0,
10887,9716,16,95,6,6,2024-09-19 05:01:00,2024-09-19 05:01:00,2024-09-19 10:52:53,2024-09-19 10:52:53,5.9,6761.0,completed,0,
10888,9717,25,116,6,2,2024-09-19 20:07:00,2024-09-19 20:07:00,2024-09-20 06:04:24,2024-09-20 06:04:24,10.0,31510.0,completed,0,
10889,9717,25,26,2,6,2024-09-20 07:19:18,2024-09-20 08:19:18,2024-09-20 16:16:49,2024-09-20 17:16:49,9.0,22318.0,completed,60,weather
10890,9718,16,114,6,1,2024-09-19 20:16:00,2024-09-19 20:16:00,2024-09-20 03:19:09,2024-09-20 03:19:09,7.1,26711.0,completed,0,
10891,9719,1,97,6,2,2024-09-19 23:08:00,2024-09-19 23:08:00,2024-09-20 05:57:13,2024-09-20 05:57:13,6.8,6338.0,completed,0,
10892,9720,27,114,6,3,2024-09-19 21:49:00,2024-09-19 22:04:00,2024-09-20 04:11:32,2024-09-20 04:26:32,6.4,16401.0,completed,15,maintenance
10893,9720,27,41,3,6,2024-09-20 08:43:38,2024-09-20 08:43:38,2024-09-20 15:32:37,2024-09-20 15:32:37,6.8,15337.0,completed,0,
10894,9721,3,114,6,3,2024-09-19 22:42:00,2024-09-19 22:42:00,2024-09-20 01:08:57,2024-09-20 01:08:57,2.4,6904.0,completed,0,
10895,9721,3,44,3,6,2024-09-20 06:47:59,2024-09-20 06:47:59,2024-09-20 09:11:33,2024-09-20 09:11:33,2.4,8566.0,completed,0,
10896,9722,25,116,6,1,2024-09-19 18:52:00,2024-09-19 20:52:00,2024-09-20 03:16:37,2024-09-20 05:16:37,8.4,31338.0,completed,120,maintenance
10897,9723,20,13,1,1,2024-09-20 06:32:00,2024-09-20 06:32:00,2024-09-20 10:20:07,2024-09-20 10:20:07,3.8,9564.0,completed,0,
10898,9724,48,11,1,1,2024-09-20 13:46:00,2024-09-20 14:46:00,2024-09-20 15:03:48,2024-09-20 16:03:48,1.3,2512.0,completed,60,maintenance
10899,9725,20,3,1,4,2024-09-20 16:49:00,2024-09-20 16:49:00,2024-09-20 21:58:52,2024-09-20 21:58:52,5.2,5939.0,completed,0,
10900,9726,20,16,1,4,2024-09-20 13:25:00,2024-09-20 13:25:00,2024-09-20 22:32:23,2024-09-20 22:32:23,9.1,11659.0,completed,0,
10901,9727,6,19,2,4,2024-09-20 03:55:00,2024-09-20 03:55:00,2024-09-20 09:39:45,2024-09-20 09:39:45,5.7,17809.0,completed,0,
10902,9728,40,26,2,4,2024-09-20 12:01:00,2024-09-20 12:01:00,2024-09-20 13:21:22,2024-09-20 13:21:22,1.3,1595.0,completed,0,
10903,9728,40,55,4,2,2024-09-20 15:17:39,2024-09-20 15:17:39,2024-09-20 16:25:59,2024-09-20 16:25:59,1.1,3039.0,completed,0,
10904,9729,6,19,2,3,2024-09-20 02:42:00,2024-09-20 02:42:00,2024-09-20 08:26:11,2024-09-20 08:26:11,5.7,20194.0,completed,0,
10905,9730,42,21,2,5,2024-09-20 18:40:00,2024-09-20 18:40:00,2024-09-21 00:01:48,2024-09-21 00:01:48,5.4,14127.0,completed,0,
10906,9730,42,88,5,2,2024-09-21 04:36:03,2024-09-21 04:36:03,2024-09-21 09:35:03,2024-09-21 09:35:03,5.0,17275.0,completed,0,
10907,9731,42,33,2,1,2024-09-20 21:50:00,2024-09-20 22:20:00,2024-09-21 03:40:35,2024-09-21 04:10:35,5.8,12954.0,completed,30,crew
10908,9732,40,20,2,5,2024-09-20 06:44:00,2024-09-20 06:44:00,2024-09-20 11:17:18,2024-09-20 11:17:18,4.6,12562.0,completed,0,
10909,9732,40,92,5,2,2024-09-20 15:51:50,2024-09-20 15:51:50,2024-09-20 20:58:45,2024-09-20 20:58:45,5.1,8141.0,completed,0,
10910,9733,36,52,3,3,2024-09-20 21:01:00,2024-09-20 21:01:00,2024-09-21 00:34:31,2024-09-21 00:34:31,3.6,10040.0,completed,0,
10911,9734,13,52,3,1,2024-09-20 06:14:00,2024-09-20 06:14:00,2024-09-20 12:50:00,2024-09-20 12:50:00,6.6,24235.0,completed,0,
10912,9734,13,12,1,3,2024-09-20 16:45:36,2024-09-20 16:45:36,2024-09-20 23:32:45,2024-09-20 23:32:45,6.8,16007.0,completed,0,
10913,9735,32,53,3,1,2024-09-20 02:24:00,2024-09-20 02:24:00,2024-09-20 04:21:55,2024-09-20 04:21:55,2.0,4470.0,completed,0,
10914,9736,17,65,4,2,2024-09-20 11:26:00,2024-09-20 11:26:00,2024-09-20 17:32:17,2024-09-20 17:32:17,6.1,14365.0,completed,0,
10915,9737,39,62,4,6,2024-09-20 00:02:00,2024-09-20 00:02:00,2024-09-20 06:45:29,2024-09-20 06:45:29,6.7,23893.0,completed,0,
10916,9740,9,62,4,6,2024-09-20 20:27:00,2024-09-20 20:27:00,2024-09-21 05:29:50,2024-09-21 05:29:50,9.0,21907.0,completed,0,
10917,9740,9,94,6,4,2024-09-21 07:06:19,2024-09-21 07:06:19,2024-09-21 17:20:53,2024-09-21 17:20:53,10.2,21321.0,completed,0,
10918,9741,15,75,5,5,2024-09-20 00:43:00,2024-09-20 00:43:00,2024-09-20 04:28:41,2024-09-20 04:28:41,3.8,10053.0,completed,0,
10919,9742,7,83,5,6,2024-09-20 05:53:00,2024-09-20 05:53:00,2024-09-20 15:11:30,2024-09-20 15:11:30,9.3,9358.0,completed,0,
10920,9742,7,108,6,5,2024-09-20 17:08:00,2024-09-20 17:08:00,2024-09-21 02:47:26,2024-09-21 02:47:26,9.7,33741.0,completed,0,
10921,9743,37,91,5,3,2024-09-20 16:28:00,2024-09-20 16:28:00,2024-09-20 19:25:32,2024-09-20 19:25:32,3.0,10706.0,completed,0,
10922,9744,23,116,6,2,2024-09-20 20:29:00,2024-09-20 20:29:00,2024-09-21 05:52:53,2024-09-21 05:52:53,9.4,35317.0,completed,0,
10923,9745,25,115,6,3,2024-09-20 22:53:00,2024-09-20 22:53:00,2024-09-21 03:38:59,2024-09-21 03:38:59,4.8,16008.0,completed,0,
10924,9745,25,37,3,6,2024-09-21 08:02:55,2024-09-21 08:02:55,2024-09-21 12:36:39,2024-09-21 12:36:39,4.6,10519.0,completed,0,
10925,9746,8,108,6,1,2024-09-20 07:40:00,2024-09-20 07:40:00,2024-09-20 14:22:47,2024-09-20 14:22:47,6.7,7730.0,completed,0,
10926,9746,8,6,1,6,2024-09-20 19:20:33,2024-09-20 21:20:33,2024-09-21 02:47:04,2024-09-21 04:47:04,7.4,24220.0,completed,120,weather
10927,9748,27,116,6,1,2024-09-20 08:49:00,2024-09-20 08:49:00,2024-09-20 16:08:10,2024-09-20 16:08:10,7.3,24748.0,completed,0,
10928,9749,29,96,6,4,2024-09-20 23:06:00,2024-09-20 23:06:00,2024-09-21 01:56:29,2024-09-21 01:56:29,2.8,4668.0,completed,0,
10929,9750,3,97,6,4,2024-09-20 09:25:00,2024-09-20 09:25:00,2024-09-20 15:28:10,2024-09-20 15:28:10,6.1,5725.0,completed,0,
10930,9751,11,116,6,5,2024-09-20 02:28:00,2024-09-20 02:28:00,2024-09-20 06:31:27,2024-09-20 06:31:27,4.1,5112.0,completed,0,
10931,9752,3,101,6,4,2024-09-20 05:26:00,2024-09-20 05:26:00,2024-09-20 15:01:09,2024-09-20 15:01:09,9.6,30046.0,completed,0,
10932,9753,1,116,6,4,2024-09-20 01:22:00,2024-09-20 01:22:00,2024-09-20 07:38:33,2024-09-20 07:38:33,6.3,17957.0,completed,0,
10933,9753,1,59,4,6,2024-09-20 11:49:03,2024-09-20 11:49:03,2024-09-20 17:52:23,2024-09-20 17:52:23,6.1,23419.0,completed,0,
10934,9754,5,10,1,3,2024-09-21 04:57:00,2024-09-21 04:57:00,2024-09-21 08:23:58,2024-09-21 08:23:58,3.4,9418.0,completed,0,
10935,9756,41,1,1,3,2024-09-21 15:36:00,2024-09-21 16:06:00,2024-09-21 22:53:41,2024-09-21 23:23:41,7.3,17881.0,completed,30,airspace
10936,9757,42,26,2,3,2024-09-21 21:22:00,2024-09-21 21:22:00,2024-09-21 23:22:02,2024-09-21 23:22:02,2.0,6340.0,completed,0,
10937,9758,40,21,2,3,2024-09-21 00:32:00,2024-09-21 00:32:00,2024-09-21 02:06:13,2024-09-21 02:06:13,1.6,1556.0,completed,0,
10938,9758,40,44,3,2,2024-09-21 04:41:37,2024-09-21 04:41:37,2024-09-21 06:29:00,2024-09-21 06:29:00,1.8,4139.0,completed,0,
10939,9759,6,20,2,5,2024-09-21 09:59:00,2024-09-21 09:59:00,2024-09-21 14:07:44,2024-09-21 14:07:44,4.1,5685.0,completed,0,
10940,9760,6,21,2,4,2024-09-21 13:38:00,2024-09-21 13:53:00,2024-09-21 19:25:16,2024-09-21 19:40:16,5.8,15512.0,completed,15,airspace
10941,9760,6,66,4,2,2024-09-21 21:33:51,2024-09-21 21:33:51,2024-09-22 02:49:24,2024-09-22 02:49:24,5.3,16397.0,completed,0,
10942,9761,34,39,3,6,2024-09-21 00:55:00,2024-09-21 01:25:00,2024-09-21 06:57:02,2024-09-21 07:27:02,6.0,6913.0,completed,30,crew
10943,9761,34,97,6,3,2024-09-21 11:16:33,2024-09-21 11:16:33,2024-09-21 17:18:05,2024-09-21 17:18:05,6.0,6410.0,completed,0,
10944,9762,34,40,3,6,2024-09-21 22:31:00,2024-09-21 22:31:00,2024-09-22 01:16:42,2024-09-22 01:16:42,2.8,7313.0,completed,0,
10945,9763,47,39,3,4,2024-09-21 12:03:00,2024-09-21 13:03:00,2024-09-21 16:10:42,2024-09-21 17:10:42,4.1,14530.0,completed,60,airspace
10946,9764,34,52,3,5,2024-09-21 13:58:00,2024-09-21 13:58:00,2024-09-21 19:40:58,2024-09-21 19:40:58,5.7,11016.0,completed,0,
10947,9766,2,49,3,1,2024-09-21 14:04:00,2024-09-21 14:04:00,2024-09-21 21:57:17,2024-09-21 21:57:17,7.9,24548.0,completed,0,
10948,9767,39,67,4,3,2024-09-21 16:27:00,2024-09-21 16:27:00,2024-09-21 23:59:39,2024-09-21 23:59:39,7.5,17640.0,completed,0,
10949,9767,39,52,3,4,2024-09-22 02:43:49,2024-09-22 02:43:49,2024-09-22 09:31:29,2024-09-22 09:31:29,6.8,7857.0,completed,0,
10950,9768,35,60,4,4,2024-09-21 21:52:00,2024-09-21 21:52:00,2024-09-22 03:16:56,2024-09-22 03:16:56,5.4,11042.0,completed,0,
10951,9771,39,57,4,6,2024-09-21 10:32:00,2024-09-21 10:32:00,2024-09-21 18:49:13,2024-09-21 18:49:13,8.3,27684.0,completed,0,
10952,9772,39,66,4,3,2024-09-21 01:46:00,2024-09-21 02:01:00,2024-09-21 05:41:36,2024-09-21 05:56:36,3.9,13103.0,completed,15,airspace
10953,9772,39,41,3,4,2024-09-21 07:45:39,2024-09-21 07:45:39,2024-09-21 11:45:16,2024-09-21 11:45:16,4.0,8050.0,completed,0,
10954,9773,35,62,4,3,2024-09-21 22:45:00,2024-09-21 22:45:00,2024-09-22 06:13:59,2024-09-22 06:13:59,7.5,22081.0,completed,0,
10955,9774,35,57,4,5,2024-09-21 14:47:00,2024-09-21 14:47:00,2024-09-22 00:12:43,2024-09-22 00:12:43,9.4,12704.0,completed,0,
10956,9774,35,92,5,4,2024-09-22 03:00:32,2024-09-22 03:00:32,2024-09-22 11:50:26,2024-09-22 11:50:26,8.8,25166.0,completed,0,
10957,9776,4,78,5,2,2024-09-21 03:43:00,2024-09-21 03:43:00,2024-09-21 13:09:02,2024-09-21 13:09:02,9.4,7934.0,completed,0,
10958,9776,4,33,2,5,2024-09-21 16:18:40,2024-09-21 16:33:40,2024-09-22 01:31:43,2024-09-22 01:46:43,9.2,36696.0,diverted,15,weather
10959,9777,7,81,5,1,2024-09-21 20:52:00,2024-09-21 20:52:00,2024-09-21 22:29:01,2024-09-21 22:29:01,1.6,4311.0,completed,0,
10960,9779,26,87,5,6,2024-09-21 12:33:00,2024-09-21 12:33:00,2024-09-21 22:18:59,2024-09-21 22:18:59,9.8,34813.0,completed,0,
10961,9780,25,95,6,4,2024-09-21 14:05:00,2024-09-21 14:05:00,2024-09-21 19:32:00,2024-09-21 19:32:00,5.5,15430.0,completed,0,
10962,9781,11,116,6,1,2024-09-21 15:03:00,2024-09-21 15:03:00,2024-09-21 20:15:04,2024-09-21 20:15:04,5.2,7757.0,completed,0,
10963,9784,23,116,6,5,2024-09-21 08:01:00,2024-09-21 08:16:00,2024-09-21 15:02:10,2024-09-21 15:17:10,7.0,26286.0,completed,15,airspace
10964,9785,8,114,6,6,2024-09-21 02:23:00,2024-09-21 02:23:00,2024-09-21 07:32:49,2024-09-21 07:32:49,5.2,19684.0,completed,0,
10965,9786,3,108,6,6,2024-09-21 09:59:00,2024-09-21 09:59:00,2024-09-21 17:03:02,2024-09-21 17:03:02,7.1,10045.0,completed,0,
10966,9787,25,114,6,1,2024-09-21 02:09:00,2024-09-21 02:09:00,2024-09-21 11:17:03,2024-09-21 11:17:03,9.1,32371.0,completed,0,
10967,9788,23,96,6,3,2024-09-21 12:21:00,2024-09-21 12:21:00,2024-09-21 17:38:16,2024-09-21 17:38:16,5.3,11312.0,completed,0,
10968,9789,48,4,1,5,2024-09-22 14:08:00,2024-09-22 14:23:00,2024-09-22 18:00:07,2024-09-22 18:15:07,3.9,14060.0,completed,15,airspace
10969,9790,41,11,1,2,2024-09-22 00:30:00,2024-09-22 00:30:00,2024-09-22 10:28:36,2024-09-22 10:28:36,10.0,39684.0,completed,0,
10970,9791,48,2,1,2,2024-09-22 16:10:00,2024-09-22 16:10:00,2024-09-22 18:22:19,2024-09-22 18:22:19,2.2,1887.0,completed,0,
10971,9792,20,12,1,6,2024-09-22 21:55:00,2024-09-22 21:55:00,2024-09-23 04:33:43,2024-09-23 04:33:43,6.6,10063.0,completed,0,
10972,9792,20,101,6,1,2024-09-23 07:07:53,2024-09-23 07:07:53,2024-09-23 13:06:55,2024-09-23 13:06:55,6.0,9831.0,completed,0,
10973,9793,40,22,2,1,2024-09-22 15:32:00,2024-09-22 15:32:00,2024-09-22 16:59:56,2024-09-22 16:59:56,1.5,5521.0,completed,0,
10974,9793,40,13,1,2,2024-09-22 20:52:28,2024-09-22 20:52:28,2024-09-22 22:29:52,2024-09-22 22:29:52,1.6,3807.0,completed,0,
10975,9794,40,19,2,3,2024-09-22 18:08:00,2024-09-22 18:08:00,2024-09-23 00:21:34,2024-09-23 00:21:34,6.2,5724.0,completed,0,
10976,9794,40,37,3,2,2024-09-23 02:39:34,2024-09-23 02:39:34,2024-09-23 09:15:39,2024-09-23 09:15:39,6.6,25484.0,completed,0,
10977,9795,42,29,2,1,2024-09-22 23:30:00,2024-09-22 23:30:00,2024-09-23 07:21:06,2024-09-23 07:21:06,7.9,21899.0,completed,0,
10978,9795,42,7,1,2,2024-09-23 08:48:45,2024-09-23 10:48:45,2024-09-23 16:43:24,2024-09-23 18:43:24,7.9,28806.0,completed,120,maintenance
10979,9796,42,25,2,3,2024-09-22 10:11:00,2024-09-22 10:11:00,2024-09-22 14:11:50,2024-09-22 14:11:50,4.0,11760.0,completed,0,
10980,9796,42,44,3,2,2024-09-22 18:44:52,2024-09-22 18:44:52,2024-09-22 23:09:08,2024-09-22 23:09:08,4.4,6836.0,completed,0,
10981,9797,42,30,2,1,2024-09-22 13:15:00,2024-09-22 13:15:00,2024-09-22 22:56:07,2024-09-22 22:56:07,9.7,31925.0,completed,0,
10982,9797,42,1,1,2,2024-09-23 03:04:46,2024-09-23 03:04:46,2024-09-23 13:55:22,2024-09-23 13:55:22,10.8,22165.0,completed,0,
10983,9798,40,22,2,4,2024-09-22 23:24:00,2024-09-22 23:24:00,2024-09-23 03:01:51,2024-09-23 03:01:51,3.6,6899.0,completed,0,
10984,9799,19,38,3,3,2024-09-22 11:33:00,2024-09-22 11:33:00,2024-09-22 13:25:19,2024-09-22 13:25:19,1.9,5303.0,completed,0,
10985,9800,36,53,3,6,2024-09-22 05:13:00,2024-09-22 05:13:00,2024-09-22 15:10:30,2024-09-22 15:10:30,10.0,26729.0,completed,0,
10986,9800,36,116,6,3,2024-09-22 18:54:14,2024-09-22 18:54:14,2024-09-23 05:07:13,2024-09-23 05:07:13,10.2,34147.0,completed,0,
10987,9801,34,44,3,3,2024-09-22 15:54:00,2024-09-22 15:54:00,2024-09-22 20:14:36,2024-09-22 20:14:36,4.3,15510.0,completed,0,
10988,9802,2,40,3,5,2024-09-22 13:52:00,2024-09-22 13:52:00,2024-09-22 18:01:24,2024-09-22 18:01:24,4.2,8666.0,completed,0,
10989,9803,35,69,4,5,2024-09-22 23:59:00,2024-09-22 23:59:00,2024-09-23 03:12:47,2024-09-23 03:12:47,3.2,11321.0,completed,0,
10990,9803,35,87,5,4,2024-09-23 07:19:25,2024-09-23 07:19:25,2024-09-23 10:19:09,2024-09-23 10:19:09,3.0,8305.0,completed,0,
10991,9804,9,65,4,5,2024-09-22 10:50:00,2024-09-22 10:50:00,2024-09-22 14:02:35,2024-09-22 14:02:35,3.2,12207.0,completed,0,
10992,9805,39,70,4,5,2024-09-22 04:13:00,2024-09-22 04:13:00,2024-09-22 14:11:17,2024-09-22 14:11:17,10.0,19158.0,completed,0,
10993,9807,9,60,4,4,2024-09-22 11:55:00,2024-09-22 11:55:00,2024-09-22 20:18:57,2024-09-22 20:18:57,8.4,16469.0,completed,0,
10994,9808,35,55,4,5,2024-09-22 04:56:00,2024-09-22 04:56:00,2024-09-22 09:58:56,2024-09-22 09:58:56,5.0,6063.0,completed,0,
10995,9808,35,80,5,4,2024-09-22 12:51:30,2024-09-22 12:51:30,2024-09-22 18:08:36,2024-09-22 18:08:36,5.3,11892.0,completed,0,
10996,9809,9,66,4,5,2024-09-22 16:24:00,2024-09-22 16:24:00,2024-09-22 20:09:46,2024-09-22 20:09:46,3.8,4232.0,completed,0,
10997,9809,9,92,5,4,2024-09-23 01:36:02,2024-09-23 01:36:02,2024-09-23 05:36:14,2024-09-23 05:36:14,4.0,10708.0,completed,0,
10998,9810,17,55,4,4,2024-09-22 10:14:00,2024-09-22 10:14:00,2024-09-22 17:21:01,2024-09-22 17:21:01,7.1,13256.0,completed,0,
10999,9813,7,78,5,5,2024-09-22 09:36:00,2024-09-22 09:36:00,2024-09-22 15:06:30,2024-09-22 15:06:30,5.5,12220.0,completed,0,
11000,9814,26,88,5,1,2024-09-22 16:12:00,2024-09-22 16:12:00,2024-09-22 23:29:18,2024-09-22 23:29:18,7.3,17956.0,completed,0,
11001,9814,26,1,1,5,2024-09-23 04:57:13,2024-09-23 04:57:13,2024-09-23 11:56:09,2024-09-23 11:56:09,7.0,9033.0,completed,0,
11002,9815,4,88,5,6,2024-09-22 14:36:00,2024-09-22 14:36:00,2024-09-22 19:56:14,2024-09-22 19:56:14,5.3,14110.0,completed,0,
11003,9815,4,97,6,5,2024-09-23 01:33:46,2024-09-23 01:48:46,2024-09-23 06:13:02,2024-09-23 06:28:02,4.7,15652.0,completed,15,airspace
11004,9816,44,92,5,2,2024-09-22 19:23:00,2024-09-22 19:23:00,2024-09-23 00:09:49,2024-09-23 00:09:49,4.8,14450.0,completed,0,
11005,9816,44,29,2,5,2024-09-23 01:53:06,2024-09-23 01:53:06,2024-09-23 06:00:01,2024-09-23 06:00:01,4.1,6898.0,completed,0,
11006,9817,37,87,5,1,2024-09-22 09:14:00,2024-09-22 09:14:00,2024-09-22 16:56:35,2024-09-22 16:56:35,7.7,10311.0,completed,0,
11007,9818,7,92,5,5,2024-09-22 16:17:00,2024-09-22 16:17:00,2024-09-23 01:14:30,2024-09-23 01:14:30,9.0,18037.0,completed,0,
11008,9819,44,91,5,2,2024-09-22 00:22:00,2024-09-22 00:22:00,2024-09-22 05:39:05,2024-09-22 05:39:05,5.3,6266.0,completed,0,
11009,9819,44,22,2,5,2024-09-22 10:50:46,2024-09-22 10:50:46,2024-09-22 15:58:06,2024-09-22 15:58:06,5.1,20231.0,completed,0,
11010,9821,44,91,5,5,2024-09-22 07:50:00,2024-09-22 08:05:00,2024-09-22 09:36:14,2024-09-22 09:51:14,1.8,5786.0,completed,15,crew
11011,9822,16,108,6,2,2024-09-22 00:32:00,2024-09-22 00:47:00,2024-09-22 03:26:32,2024-09-22 03:41:32,2.9,4639.0,completed,15,airspace
11012,9822,16,21,2,6,2024-09-22 04:45:26,2024-09-22 05:00:26,2024-09-22 07:23:20,2024-09-22 07:38:20,2.6,4824.0,completed,15,airspace
11013,9823,8,97,6,5,2024-09-22 18:00:00,2024-09-22 18:00:00,2024-09-22 22:44:38,2024-09-22 22:44:38,4.7,15669.0,completed,0,
11014,9823,8,83,5,6,2024-09-23 02:16:46,2024-09-23 02:16:46,2024-09-23 07:04:13,2024-09-23 07:04:13,4.8,4090.0,completed,0,
11015,9824,8,116,6,1,2024-09-22 22:46:00,2024-09-22 22:46:00,2024-09-23 04:22:24,2024-09-23 04:22:24,5.6,18465.0,completed,0,
11016,9825,16,108,6,3,2024-09-22 22:06:00,2024-09-22 22:06:00,2024-09-23 06:56:23,2024-09-23 06:56:23,8.8,27290.0,completed,0,
11017,9825,16,49,3,6,2024-09-23 10:09:22,2024-09-23 12:09:22,2024-09-23 18:02:35,2024-09-23 20:02:35,7.9,17906.0,completed,120,airspace
11018,9826,16,94,6,5,2024-09-22 22:44:00,2024-09-22 22:44:00,2024-09-23 08:00:56,2024-09-23 08:00:56,9.3,20482.0,completed,0,
11019,9826,16,88,5,6,2024-09-23 13:08:46,2024-09-23 13:08:46,2024-09-23 22:31:36,2024-09-23 22:31:36,9.4,16429.0,completed,0,
11020,9827,3,96,6,4,2024-09-22 22:06:00,2024-09-22 22:21:00,2024-09-23 01:58:45,2024-09-23 02:13:45,3.9,12192.0,completed,15,crew
11021,9828,16,108,6,5,2024-09-22 21:27:00,2024-09-22 21:27:00,2024-09-23 03:06:47,2024-09-23 03:06:47,5.7,16730.0,completed,0,
11022,9830,23,97,6,5,2024-09-22 14:05:00,2024-09-22 14:05:00,2024-09-22 16:00:54,2024-09-22 16:00:54,1.9,1765.0,completed,0,
11023,9831,8,114,6,2,2024-09-22 14:14:00,2024-09-22 14:14:00,2024-09-22 20:20:41,2024-09-22 20:20:41,6.1,23491.0,completed,0,
11024,9832,10,7,1,3,2024-09-23 13:25:00,2024-09-23 13:25:00,2024-09-23 20:33:57,2024-09-23 20:33:57,7.1,24551.0,completed,0,
11025,9833,48,12,1,6,2024-09-23 03:09:00,2024-09-23 03:09:00,2024-09-23 05:30:30,2024-09-23 05:30:30,2.4,2894.0,completed,0,
11026,9833,48,116,6,1,2024-09-23 08:05:44,2024-09-23 08:05:44,2024-09-23 10:13:29,2024-09-23 10:13:29,2.1,5244.0,completed,0,
11027,9834,20,11,1,1,2024-09-23 13:43:00,2024-09-23 13:43:00,2024-09-23 17:53:54,2024-09-23 17:53:54,4.2,13351.0,completed,0,
11028,9835,48,11,1,3,2024-09-23 01:56:00,2024-09-23 02:26:00,2024-09-23 03:58:06,2024-09-23 04:28:06,2.0,5633.0,completed,30,maintenance
11029,9835,48,40,3,1,2024-09-23 09:18:03,2024-09-23 09:18:03,2024-09-23 11:06:26,2024-09-23 11:06:26,1.8,5741.0,completed,0,
11030,9836,10,12,1,6,2024-09-23 17:18:00,2024-09-23 17:18:00,2024-09-24 01:56:56,2024-09-24 01:56:56,8.6,34517.0,completed,0,
