mission_id,mission_type,priority,requested_date,start_date,end_date,origin_base_id,dest_base_id,aircraft_id,status,pax_count,cargo_tons
13974,transport,urgent,2025-01-29 12:14:00,2025-01-29 16:14:00,2025-01-29 18:49:51,6,5,29,complete,23,
13975,training,routine,2025-01-29 15:49:00,2025-01-29 17:49:00,2025-01-30 04:53:16,6,,29,complete,,
13976,training,routine,2025-01-29 23:58:00,2025-01-30 00:58:00,2025-01-30 03:11:36,6,,27,complete,,
13977,medevac,routine,2025-01-29 18:18:00,2025-01-29 22:18:00,2025-01-29 23:38:48,6,2,16,complete,39,
13978,sar,urgent,2025-01-29 00:05:00,2025-01-29 02:05:00,2025-01-29 09:48:52,6,2,3,complete,79,
13979,medevac,urgent,2025-01-30 11:31:00,2025-01-30 14:31:00,2025-01-31 01:42:01,1,6,10,complete,23,
13980,isr,critical,2025-01-30 18:38:00,2025-01-30 18:38:00,2025-01-31 04:38:16,1,,22,complete,,
13981,sar,critical,2025-01-30 12:52:00,2025-01-30 12:52:00,2025-01-30 21:06:45,1,2,22,complete,41,
13982,sar,urgent,2025-01-30 00:47:00,2025-01-30 00:47:00,2025-01-30 09:46:17,1,5,10,complete,9,
13983,transport,routine,2025-01-30 21:30:00,2025-01-30 21:30:00,2025-01-31 02:09:30,1,5,5,complete,9,
13984,medevac,routine,2025-01-30 13:31:00,2025-01-30 14:31:00,2025-01-30 23:10:12,1,4,22,complete,4,
13985,medevac,routine,2025-01-30 13:28:00,2025-01-30 13:28:00,2025-01-30 15:42:48,1,4,41,cancelled,16,
13986,transport,routine,2025-01-30 01:58:00,2025-01-30 03:58:00,2025-01-30 05:23:33,2,5,40,complete,36,
13987,training,routine,2025-01-30 12:35:00,2025-01-30 15:35:00,2025-01-30 23:10:31,2,,40,complete,,
13988,transport,routine,2025-01-30 09:03:00,2025-01-30 12:03:00,2025-01-30 15:13:13,2,4,6,complete,43,
13989,isr,urgent,2025-01-30 05:57:00,2025-01-30 07:57:00,2025-01-30 16:12:52,2,,6,complete,,
13990,cargo,routine,2025-01-30 22:15:00,2025-01-31 01:15:00,2025-01-31 06:44:46,2,1,40,complete,,6.4
13991,training,routine,2025-01-30 07:57:00,2025-01-30 09:57:00,2025-01-30 20:16:25,3,,24,complete,,
13992,isr,routine,2025-01-30 17:42:00,2025-01-30 20:42:00,2025-01-31 05:33:00,3,,36,complete,,
13993,transport,urgent,2025-01-30 10:16:00,2025-01-30 13:16:00,2025-01-30 22:28:27,4,1,39,complete,59,
13994,transport,routine,2025-01-30 02:13:00,2025-01-30 02:13:00,2025-01-30 14:10:35,4,5,39,complete,76,
13995,transport,routine,2025-01-30 04:56:00,2025-01-30 04:56:00,2025-01-30 16:23:56,4,1,,complete,49,
13996,medevac,routine,2025-01-30 17:44:00,2025-01-30 17:44:00,2025-01-31 02:14:22,4,6,9,complete,65,
13997,transport,urgent,2025-01-30 22:22:00,2025-01-30 22:22:00,2025-01-31 04:39:57,5,6,7,complete,69,
13998,medevac,routine,2025-01-30 04:41:00,2025-01-30 05:41:00,2025-01-30 12:21:26,5,6,45,complete,78,
13999,sar,routine,2025-01-30 18:49:00,2025-01-30 20:49:00,2025-01-31 07:19:00,5,2,44,complete,24,
14000,isr,urgent,2025-01-30 08:13:00,2025-01-30 08:13:00,2025-01-30 15:32:39,5,,37,complete,,
14001,sar,routine,2025-01-30 09:40:00,2025-01-30 13:40:00,2025-01-31 00:16:25,5,2,45,complete,35,
14002,sar,routine,2025-01-30 15:57:00,2025-01-30 16:57:00,2025-01-31 01:34:52,5,2,15,complete,77,
14003,training,urgent,2025-01-30 12:20:00,2025-01-30 16:20:00,2025-01-31 02:25:29,5,,43,complete,,
14004,training,critical,2025-01-30 21:04:00,2025-01-31 01:04:00,2025-01-31 03:33:14,6,,23,cancelled,,
14005,isr,routine,2025-01-30 07:08:00,2025-01-30 11:08:00,2025-01-30 15:55:20,6,,3,complete,,
14006,medevac,routine,2025-01-30 13:03:00,2025-01-30 16:03:00,2025-01-30 18:46:44,6,5,3,complete,20,
14007,training,routine,2025-01-30 09:29:00,2025-01-30 13:29:00,2025-01-30 14:45:00,6,,23,complete,,
14008,transport,routine,2025-01-30 00:25:00,2025-01-30 04:25:00,2025-01-30 05:55:44,6,2,27,complete,1,
14009,transport,critical,2025-01-30 06:05:00,2025-01-30 10:05:00,2025-01-30 12:03:47,6,4,3,complete,7,
14010,cargo,routine,2025-01-31 05:49:00,2025-01-31 05:49:00,2025-01-31 09:34:04,1,4,20,complete,,39.1
14011,cargo,routine,2025-01-31 14:02:00,2025-01-31 16:02:00,2025-02-01 00:29:21,1,5,20,complete,,31.9
14012,transport,routine,2025-01-31 01:21:00,2025-01-31 04:21:00,2025-01-31 12:53:05,1,5,10,complete,29,
14013,isr,urgent,2025-01-31 12:41:00,2025-01-31 15:41:00,2025-01-31 21:12:15,1,,48,complete,,
14014,sar,urgent,2025-01-31 09:42:00,2025-01-31 12:42:00,2025-01-31 14:47:53,1,3,10,complete,64,
14015,isr,routine,2025-01-31 09:41:00,2025-01-31 12:41:00,2025-01-31 20:14:13,1,,48,cancelled,,
14016,isr,routine,2025-01-31 06:22:00,2025-01-31 10:22:00,2025-01-31 18:35:02,1,,48,complete,,
14017,isr,routine,2025-01-31 21:38:00,2025-02-01 00:38:00,2025-02-01 05:05:34,1,,22,complete,,
14018,sar,urgent,2025-01-31 13:54:00,2025-01-31 15:54:00,2025-01-31 18:40:53,2,1,40,complete,0,
14019,transport,urgent,2025-01-31 16:47:00,2025-01-31 20:47:00,2025-02-01 06:29:04,2,1,40,cancelled,66,
14020,cargo,urgent,2025-01-31 16:40:00,2025-01-31 16:40:00,2025-01-31 23:23:42,3,2,2,complete,,27.2
14021,transport,critical,2025-01-31 16:45:00,2025-01-31 20:45:00,2025-02-01 08:24:38,4,3,,cancelled,50,
14022,transport,urgent,2025-01-31 07:47:00,2025-01-31 08:47:00,2025-01-31 10:20:51,4,2,35,complete,76,
14023,sar,critical,2025-01-31 02:29:00,2025-01-31 04:29:00,2025-01-31 07:32:48,4,2,39,complete,46,
14024,training,routine,2025-01-31 20:20:00,2025-01-31 21:20:00,2025-02-01 08:03:51,4,,35,complete,,
14025,isr,critical,2025-01-31 23:47:00,2025-02-01 02:47:00,2025-02-01 12:37:01,5,,45,complete,,
14026,transport,routine,2025-01-31 04:58:00,2025-01-31 05:58:00,2025-01-31 17:04:34,5,1,44,complete,30,
14027,sar,routine,2025-01-31 13:53:00,2025-01-31 17:53:00,2025-01-31 23:23:34,5,6,,complete,47,
14028,sar,urgent,2025-01-31 20:47:00,2025-01-31 20:47:00,2025-02-01 00:20:22,5,6,26,complete,38,
14029,training,routine,2025-01-31 17:53:00,2025-01-31 20:53:00,2025-02-01 03:08:23,5,,,complete,,
14030,medevac,routine,2025-01-31 11:21:00,2025-01-31 11:21:00,2025-01-31 19:39:15,5,1,45,complete,47,
14031,isr,routine,2025-01-31 09:54:00,2025-01-31 13:54:00,2025-01-31 22:07:06,5,,4,complete,,
14032,sar,urgent,2025-01-31 15:11:00,2025-01-31 19:11:00,2025-01-31 23:13:22,5,4,43,complete,0,
14033,cargo,routine,2025-01-31 16:24:00,2025-01-31 18:24:00,2025-01-31 23:23:12,6,3,11,complete,,13.8
14034,cargo,routine,2025-01-31 05:27:00,2025-01-31 07:27:00,2025-01-31 15:49:58,6,4,11,cancelled,,25.0
14035,medevac,critical,2025-01-31 23:54:00,2025-01-31 23:54:00,2025-02-01 04:59:28,6,3,1,complete,59,
14036,medevac,urgent,2025-01-31 03:11:00,2025-01-31 05:11:00,2025-01-31 08:28:38,6,3,16,complete,35,
14037,sar,urgent,2025-01-31 05:44:00,2025-01-31 08:44:00,2025-01-31 18:21:25,6,4,3,complete,41,
14038,training,routine,2025-01-31 03:01:00,2025-01-31 03:01:00,2025-01-31 11:36:35,6,,11,complete,,
14039,sar,routine,2025-01-31 00:39:00,2025-01-31 01:39:00,2025-01-31 08:58:55,6,2,16,complete,80,
14040,training,routine,2025-01-31 04:16:00,2025-01-31 08:16:00,2025-01-31 14:33:54,6,,11,cancelled,,
14041,training,routine,2025-01-31 01:01:00,2025-01-31 04:01:00,2025-01-31 15:30:26,6,,27,cancelled,,
14042,training,routine,2025-02-01 14:04:00,2025-02-01 17:04:00,2025-02-02 04:05:21,1,,20,cancelled,,
14043,training,routine,2025-02-01 16:57:00,2025-02-01 19:57:00,2025-02-02 03:58:36,1,,22,complete,,
14044,transport,routine,2025-02-01 06:57:00,2025-02-01 09:57:00,2025-02-01 14:54:16,1,5,48,complete,61,
14045,training,routine,2025-02-01 23:38:00,2025-02-02 01:38:00,2025-02-02 05:23:06,1,,41,complete,,
14046,cargo,routine,2025-02-01 22:35:00,2025-02-01 22:35:00,2025-02-02 02:28:18,1,5,,complete,,30.9
14047,isr,routine,2025-02-01 20:07:00,2025-02-01 20:07:00,2025-02-02 08:00:35,1,,5,cancelled,,
14048,transport,routine,2025-02-01 02:36:00,2025-02-01 02:36:00,2025-02-01 08:19:56,1,6,10,complete,49,
14049,cargo,routine,2025-02-01 06:07:00,2025-02-01 10:07:00,2025-02-01 12:02:27,1,4,41,complete,,1.6
14050,training,urgent,2025-02-01 16:24:00,2025-02-01 17:24:00,2025-02-02 03:47:38,2,,42,complete,,
14051,medevac,routine,2025-02-01 19:00:00,2025-02-01 22:00:00,2025-02-02 06:10:03,2,3,6,complete,10,
14052,medevac,routine,2025-02-01 19:50:00,2025-02-01 19:50:00,2025-02-01 23:05:29,3,1,24,complete,19,
14053,transport,urgent,2025-02-01 12:50:00,2025-02-01 12:50:00,2025-02-01 19:50:59,3,6,13,complete,0,
14054,isr,urgent,2025-02-01 18:46:00,2025-02-01 20:46:00,2025-02-01 23:39:05,3,,47,complete,,
14055,sar,routine,2025-02-01 16:51:00,2025-02-01 18:51:00,2025-02-02 00:13:01,3,4,47,complete,68,
14056,isr,routine,2025-02-01 19:47:00,2025-02-01 19:47:00,2025-02-01 22:56:37,3,,19,cancelled,,
14057,isr,routine,2025-02-01 08:42:00,2025-02-01 09:42:00,2025-02-01 19:19:49,4,,9,complete,,
14058,medevac,routine,2025-02-01 05:35:00,2025-02-01 07:35:00,2025-02-01 17:50:10,4,5,17,cancelled,13,
14059,training,routine,2025-02-01 05:38:00,2025-02-01 06:38:00,2025-02-01 17:48:31,4,,17,complete,,
14060,cargo,routine,2025-02-01 13:40:00,2025-02-01 17:40:00,2025-02-02 04:19:55,4,2,9,cancelled,,21.3
14061,cargo,routine,2025-02-01 03:31:00,2025-02-01 03:31:00,2025-02-01 08:17:32,4,6,,complete,,14.3
14062,transport,urgent,2025-02-01 01:24:00,2025-02-01 01:24:00,2025-02-01 12:45:42,4,5,9,complete,55,
14063,training,routine,2025-02-01 02:37:00,2025-02-01 03:37:00,2025-02-01 14:50:15,4,,39,complete,,
14064,cargo,routine,2025-02-01 07:49:00,2025-02-01 09:49:00,2025-02-01 20:50:34,4,6,17,complete,,30.0
14065,transport,routine,2025-02-01 13:59:00,2025-02-01 13:59:00,2025-02-01 19:34:10,5,2,45,complete,38,
14066,isr,routine,2025-02-01 10:32:00,2025-02-01 14:32:00,2025-02-01 22:04:10,5,,7,cancelled,,
14067,transport,routine,2025-02-01 00:32:00,2025-02-01 03:32:00,2025-02-01 05:55:53,5,3,26,complete,14,
14068,isr,routine,2025-02-01 09:27:00,2025-02-01 09:27:00,2025-02-01 12:38:19,5,,45,complete,,
14069,sar,critical,2025-02-01 14:58:00,2025-02-01 17:58:00,2025-02-01 22:25:10,5,4,4,complete,22,
14070,sar,routine,2025-02-01 01:22:00,2025-02-01 01:22:00,2025-02-01 04:30:09,5,1,7,complete,76,
14071,isr,urgent,2025-02-01 15:28:00,2025-02-01 16:28:00,2025-02-01 20:29:00,5,,7,complete,,
14072,training,routine,2025-02-01 13:04:00,2025-02-01 17:04:00,2025-02-02 01:18:05,6,,25,complete,,
14073,training,routine,2025-02-01 18:09:00,2025-02-01 18:09:00,2025-02-02 03:18:51,6,,25,cancelled,,
14074,transport,routine,2025-02-01 18:55:00,2025-02-01 21:55:00,2025-02-02 02:23:49,6,5,,complete,8,
14075,isr,critical,2025-02-01 11:08:00,2025-02-01 14:08:00,2025-02-01 19:30:32,6,,25,complete,,
14076,cargo,routine,2025-02-01 16:14:00,2025-02-01 19:14:00,2025-02-02 05:39:04,6,1,25,complete,,21.4
14077,cargo,routine,2025-02-01 06:51:00,2025-02-01 06:51:00,2025-02-01 12:19:32,6,4,16,complete,,16.9
14078,medevac,routine,2025-02-01 13:22:00,2025-02-01 16:22:00,2025-02-01 17:24:44,6,3,25,complete,50,
14079,cargo,routine,2025-02-01 01:59:00,2025-02-01 02:59:00,2025-02-01 09:05:36,6,2,8,complete,,19.8
14080,sar,urgent,2025-02-02 10:05:00,2025-02-02 11:05:00,2025-02-02 20:44:05,1,3,48,complete,10,
14081,transport,routine,2025-02-02 14:17:00,2025-02-02 18:17:00,2025-02-02 20:05:40,1,2,5,cancelled,3,
14082,training,urgent,2025-02-02 08:41:00,2025-02-02 12:41:00,2025-02-02 19:37:33,1,,5,complete,,
14083,medevac,routine,2025-02-02 04:38:00,2025-02-02 06:38:00,2025-02-02 14:10:13,1,4,22,complete,3,
14084,sar,routine,2025-02-02 23:04:00,2025-02-03 02:04:00,2025-02-03 10:52:40,1,5,41,complete,6,
14085,training,urgent,2025-02-02 17:58:00,2025-02-02 18:58:00,2025-02-03 04:27:13,1,,41,complete,,
14086,training,routine,2025-02-02 16:31:00,2025-02-02 17:31:00,2025-02-02 22:59:27,1,,48,complete,,
14087,transport,routine,2025-02-02 00:06:00,2025-02-02 03:06:00,2025-02-02 10:56:15,1,6,48,complete,1,
14088,medevac,routine,2025-02-02 18:38:00,2025-02-02 19:38:00,2025-02-03 04:28:11,2,6,42,complete,11,
14089,training,routine,2025-02-02 17:35:00,2025-02-02 18:35:00,2025-02-02 19:37:27,2,,40,complete,,
14090,cargo,routine,2025-02-02 08:07:00,2025-02-02 09:07:00,2025-02-02 14:33:21,2,4,42,complete,,10.7
14091,medevac,routine,2025-02-02 13:41:00,2025-02-02 14:41:00,2025-02-02 16:12:13,2,6,6,complete,43,
14092,sar,routine,2025-02-02 19:35:00,2025-02-02 23:35:00,2025-02-03 05:22:47,2,5,,complete,51,
14093,isr,routine,2025-02-02 17:42:00,2025-02-02 18:42:00,2025-02-03 05:11:56,3,,19,complete,,
14094,cargo,routine,2025-02-02 21:15:00,2025-02-03 01:15:00,2025-02-03 12:19:39,3,6,36,complete,,5.2
14095,medevac,critical,2025-02-02 20:44:00,2025-02-02 23:44:00,2025-02-03 07:07:51,3,2,13,complete,40,
14096,isr,critical,2025-02-02 10:46:00,2025-02-02 12:46:00,2025-02-02 21:32:32,3,,2,complete,,
14097,training,routine,2025-02-02 03:59:00,2025-02-02 05:59:00,2025-02-02 12:48:56,3,,24,cancelled,,
14098,cargo,routine,2025-02-02 12:59:00,2025-02-02 16:59:00,2025-02-03 01:19:21,4,2,39,complete,,14.4
14099,sar,critical,2025-02-02 19:29:00,2025-02-02 20:29:00,2025-02-02 22:33:38,4,1,35,complete,58,
14100,training,routine,2025-02-02 04:08:00,2025-02-02 06:08:00,2025-02-02 16:05:18,4,,35,complete,,
14101,sar,critical,2025-02-02 05:43:00,2025-02-02 08:43:00,2025-02-02 16:31:23,4,6,39,complete,69,
14102,transport,routine,2025-02-02 15:21:00,2025-02-02 18:21:00,2025-02-02 20:54:29,4,2,35,complete,25,
14103,transport,routine,2025-02-02 19:48:00,2025-02-02 20:48:00,2025-02-02 22:37:45,4,3,39,complete,80,
14104,isr,routine,2025-02-02 00:12:00,2025-02-02 02:12:00,2025-02-02 05:37:19,4,,35,complete,,
14105,isr,urgent,2025-02-02 17:22:00,2025-02-02 18:22:00,2025-02-03 02:55:01,5,,45,complete,,
14106,sar,urgent,2025-02-02 13:07:00,2025-02-02 13:07:00,2025-02-02 16:12:22,5,3,43,complete,16,
14107,isr,routine,2025-02-02 10:42:00,2025-02-02 12:42:00,2025-02-02 22:59:23,5,,43,complete,,
14108,transport,urgent,2025-02-02 13:38:00,2025-02-02 15:38:00,2025-02-03 03:15:10,5,1,7,complete,25,
14109,isr,routine,2025-02-02 07:54:00,2025-02-02 11:54:00,2025-02-02 13:31:18,5,,45,complete,,
14110,sar,urgent,2025-02-02 16:44:00,2025-02-02 17:44:00,2025-02-02 20:36:20,5,4,45,complete,18,
14111,cargo,routine,2025-02-02 05:37:00,2025-02-02 07:37:00,2025-02-02 09:37:07,5,4,44,complete,,10.5
14112,medevac,routine,2025-02-02 08:59:00,2025-02-02 10:59:00,2025-02-02 16:45:49,5,2,,complete,24,
14113,transport,critical,2025-02-02 19:53:00,2025-02-02 19:53:00,2025-02-03 00:48:37,6,4,25,complete,38,
14114,isr,critical,2025-02-02 15:36:00,2025-02-02 17:36:00,2025-02-03 01:23:38,6,,27,complete,,
14115,transport,routine,2025-02-02 20:27:00,2025-02-02 21:27:00,2025-02-03 01:50:48,6,2,,complete,41,
14116,cargo,routine,2025-02-02 11:06:00,2025-02-02 12:06:00,2025-02-02 13:43:38,6,1,23,complete,,25.5
14117,isr,routine,2025-02-02 01:23:00,2025-02-02 01:23:00,2025-02-02 07:33:23,6,,1,complete,,
14118,cargo,routine,2025-02-02 04:19:00,2025-02-02 05:19:00,2025-02-02 08:35:38,6,1,23,complete,,39.2
14119,medevac,routine,2025-02-02 17:25:00,2025-02-02 18:25:00,2025-02-03 04:24:02,6,2,3,complete,8,
14120,medevac,routine,2025-02-02 11:01:00,2025-02-02 12:01:00,2025-02-02 14:11:46,6,5,3,complete,70,
14121,cargo,routine,2025-02-02 21:46:00,2025-02-02 21:46:00,2025-02-03 08:36:28,6,4,1,complete,,23.5
14122,sar,routine,2025-02-03 22:07:00,2025-02-04 02:07:00,2025-02-04 03:27:10,1,6,22,cancelled,56,
14123,medevac,urgent,2025-02-03 23:09:00,2025-02-03 23:09:00,2025-02-04 04:38:51,1,3,,complete,58,
14124,isr,routine,2025-02-03 06:00:00,2025-02-03 07:00:00,2025-02-03 14:32:09,1,,10,cancelled,,
14125,transport,routine,2025-02-03 20:22:00,2025-02-04 00:22:00,2025-02-04 12:20:02,1,5,20,complete,70,
14126,training,routine,2025-02-03 06:02:00,2025-02-03 08:02:00,2025-02-03 10:25:19,1,,5,cancelled,,
14127,isr,routine,2025-02-03 09:27:00,2025-02-03 13:27:00,2025-02-03 20:44:57,1,,22,complete,,
14128,transport,routine,2025-02-03 10:21:00,2025-02-03 13:21:00,2025-02-03 17:06:42,1,2,48,complete,63,
14129,isr,routine,2025-02-03 08:21:00,2025-02-03 12:21:00,2025-02-03 21:05:02,2,,42,complete,,
14130,sar,routine,2025-02-03 20:41:00,2025-02-03 20:41:00,2025-02-04 03:22:40,2,6,42,complete,77,
14131,sar,routine,2025-02-03 19:15:00,2025-02-03 22:15:00,2025-02-04 06:54:16,2,1,,complete,27,
14132,cargo,routine,2025-02-03 04:15:00,2025-02-03 07:15:00,2025-02-03 12:44:01,2,5,40,complete,,17.3
14133,sar,critical,2025-02-03 01:41:00,2025-02-03 02:41:00,2025-02-03 11:59:57,2,4,40,complete,32,
14134,medevac,urgent,2025-02-03 08:46:00,2025-02-03 11:46:00,2025-02-03 13:45:30,3,4,34,cancelled,18,
14135,isr,urgent,2025-02-03 23:13:00,2025-02-04 00:13:00,2025-02-04 12:09:22,3,,34,complete,,
14136,cargo,routine,2025-02-03 06:02:00,2025-02-03 08:02:00,2025-02-03 10:55:23,3,4,34,complete,,33.9
14137,training,routine,2025-02-03 11:02:00,2025-02-03 11:02:00,2025-02-03 13:42:28,3,,47,complete,,
14138,sar,urgent,2025-02-03 06:06:00,2025-02-03 08:06:00,2025-02-03 16:09:24,3,4,47,complete,79,
14139,cargo,routine,2025-02-03 04:48:00,2025-02-03 06:48:00,2025-02-03 18:26:48,3,2,47,complete,,21.9
14140,sar,urgent,2025-02-03 11:50:00,2025-02-03 15:50:00,2025-02-04 02:46:56,4,5,17,complete,55,
14141,sar,critical,2025-02-03 01:05:00,2025-02-03 04:05:00,2025-02-03 09:02:48,4,3,9,complete,14,
14142,training,urgent,2025-02-03 00:49:00,2025-02-03 02:49:00,2025-02-03 13:31:40,4,,,complete,,
14143,cargo,routine,2025-02-03 20:08:00,2025-02-04 00:08:00,2025-02-04 02:31:31,4,2,17,complete,,33.4
14144,medevac,routine,2025-02-03 13:52:00,2025-02-03 16:52:00,2025-02-03 19:15:57,4,1,9,complete,54,
14145,training,routine,2025-02-03 15:03:00,2025-02-03 16:03:00,2025-02-04 03:47:05,4,,9,complete,,
14146,transport,routine,2025-02-03 19:19:00,2025-02-03 21:19:00,2025-02-04 04:00:48,5,6,26,complete,64,
14147,cargo,routine,2025-02-03 05:55:00,2025-02-03 06:55:00,2025-02-03 16:48:48,5,4,45,complete,,23.7
14148,transport,urgent,2025-02-03 13:49:00,2025-02-03 16:49:00,2025-02-04 00:16:49,5,6,7,complete,12,
14149,sar,routine,2025-02-03 13:26:00,2025-02-03 16:26:00,2025-02-03 19:42:57,5,2,15,complete,20,
14150,training,urgent,2025-02-03 18:00:00,2025-02-03 19:00:00,2025-02-03 22:40:34,5,,43,complete,,
14151,transport,routine,2025-02-03 03:53:00,2025-02-03 05:53:00,2025-02-03 16:56:21,5,3,43,complete,80,
14152,isr,routine,2025-02-03 06:01:00,2025-02-03 06:01:00,2025-02-03 08:01:40,6,,11,complete,,
14153,cargo,routine,2025-02-03 07:51:00,2025-02-03 08:51:00,2025-02-03 14:54:01,6,4,27,complete,,9.6
14154,isr,routine,2025-02-03 07:35:00,2025-02-03 11:35:00,2025-02-03 15:00:09,6,,29,complete,,
14155,isr,critical,2025-02-03 20:07:00,2025-02-03 22:07:00,2025-02-03 23:16:39,6,,16,complete,,
14156,sar,urgent,2025-02-03 20:27:00,2025-02-04 00:27:00,2025-02-04 02:33:25,6,2,8,complete,53,
14157,training,routine,2025-02-03 07:36:00,2025-02-03 08:36:00,2025-02-03 13:09:20,6,,29,complete,,
14158,transport,urgent,2025-02-03 02:03:00,2025-02-03 03:03:00,2025-02-03 05:03:04,6,1,11,cancelled,75,
14159,cargo,critical,2025-02-04 11:20:00,2025-02-04 12:20:00,2025-02-04 19:47:16,1,4,20,complete,,8.7
14160,isr,routine,2025-02-04 15:04:00,2025-02-04 18:04:00,2025-02-05 00:22:48,1,,41,complete,,
14161,transport,routine,2025-02-04 19:18:00,2025-02-04 21:18:00,2025-02-05 04:47:23,1,5,48,complete,28,
14162,isr,urgent,2025-02-04 07:18:00,2025-02-04 09:18:00,2025-02-04 16:38:32,1,,10,complete,,
14163,medevac,routine,2025-02-04 20:37:00,2025-02-04 23:37:00,2025-02-05 02:08:46,1,2,10,complete,48,
14164,training,routine,2025-02-04 19:31:00,2025-02-04 20:31:00,2025-02-04 23:45:25,2,,42,complete,,
14165,sar,routine,2025-02-04 19:43:00,2025-02-04 22:43:00,2025-02-05 03:07:51,3,6,24,cancelled,8,
14166,isr,routine,2025-02-04 06:58:00,2025-02-04 06:58:00,2025-02-04 12:11:23,3,,2,cancelled,,
14167,training,urgent,2025-02-04 07:10:00,2025-02-04 10:10:00,2025-02-04 16:31:47,3,,2,complete,,
14168,isr,routine,2025-02-04 03:45:00,2025-02-04 04:45:00,2025-02-04 15:27:58,3,,34,complete,,
14169,training,critical,2025-02-04 14:39:00,2025-02-04 15:39:00,2025-02-04 16:44:04,4,,39,complete,,
14170,cargo,urgent,2025-02-04 03:45:00,2025-02-04 06:45:00,2025-02-04 11:44:00,4,6,17,complete,,8.7
14171,isr,routine,2025-02-04 10:07:00,2025-02-04 14:07:00,2025-02-04 19:55:10,4,,35,complete,,
14172,medevac,urgent,2025-02-04 19:02:00,2025-02-04 20:02:00,2025-02-05 01:10:27,4,5,35,complete,69,
14173,transport,routine,2025-02-04 02:02:00,2025-02-04 05:02:00,2025-02-04 13:36:51,4,6,39,complete,75,
14174,sar,critical,2025-02-04 16:09:00,2025-02-04 20:09:00,2025-02-05 00:17:23,5,3,37,complete,45,
14175,transport,routine,2025-02-04 10:55:00,2025-02-04 10:55:00,2025-02-04 20:06:03,5,6,45,complete,59,
14176,isr,urgent,2025-02-04 18:49:00,2025-02-04 18:49:00,2025-02-05 05:54:25,5,,43,complete,,
14177,sar,routine,2025-02-04 02:25:00,2025-02-04 03:25:00,2025-02-04 10:44:23,5,6,15,complete,14,
14178,isr,urgent,2025-02-04 23:05:00,2025-02-05 00:05:00,2025-02-05 06:49:06,5,,4,complete,,
14179,cargo,routine,2025-02-04 14:01:00,2025-02-04 18:01:00,2025-02-05 02:22:37,5,1,26,complete,,29.1
14180,medevac,urgent,2025-02-04 14:40:00,2025-02-04 15:40:00,2025-02-04 20:03:52,6,2,11,complete,80,
14181,isr,critical,2025-02-04 12:30:00,2025-02-04 15:30:00,2025-02-04 23:40:51,6,,16,complete,,
14182,sar,routine,2025-02-04 22:22:00,2025-02-04 22:22:00,2025-02-04 23:37:19,6,2,3,complete,72,
14183,medevac,urgent,2025-02-04 03:12:00,2025-02-04 06:12:00,2025-02-04 09:50:12,6,5,8,complete,68,
14184,medevac,routine,2025-02-04 19:38:00,2025-02-04 23:38:00,2025-02-05 07:03:52,6,5,25,complete,68,
14185,training,routine,2025-02-04 11:41:00,2025-02-04 15:41:00,2025-02-04 19:45:34,6,,16,complete,,
14186,medevac,routine,2025-02-04 09:44:00,2025-02-04 13:44:00,2025-02-04 22:02:56,6,3,27,complete,60,
14187,sar,routine,2025-02-04 21:52:00,2025-02-04 23:52:00,2025-02-05 09:13:52,6,5,1,complete,19,
14188,transport,routine,2025-02-05 00:42:00,2025-02-05 00:42:00,2025-02-05 08:52:35,1,6,48,complete,28,
14189,cargo,routine,2025-02-05 23:48:00,2025-02-06 00:48:00,2025-02-06 04:58:08,1,4,5,complete,,22.1
14190,isr,routine,2025-02-05 08:37:00,2025-02-05 09:37:00,2025-02-05 16:26:53,1,,10,complete,,
14191,cargo,routine,2025-02-05 18:06:00,2025-02-05 19:06:00,2025-02-06 06:53:07,1,2,,cancelled,,25.4
14192,training,routine,2025-02-05 12:48:00,2025-02-05 12:48:00,2025-02-05 18:42:24,1,,,complete,,
14193,transport,routine,2025-02-05 21:38:00,2025-02-06 01:38:00,2025-02-06 03:12:39,1,2,20,complete,64,
14194,medevac,routine,2025-02-05 02:25:00,2025-02-05 03:25:00,2025-02-05 13:28:29,1,4,20,complete,23,
14195,isr,routine,2025-02-05 20:38:00,2025-02-05 22:38:00,2025-02-06 03:17:42,1,,41,complete,,
14196,training,urgent,2025-02-05 19:50:00,2025-02-05 22:50:00,2025-02-06 04:05:07,2,,6,complete,,
14197,training,routine,2025-02-05 00:04:00,2025-02-05 04:04:00,2025-02-05 12:05:50,2,,42,complete,,
14198,transport,routine,2025-02-05 14:53:00,2025-02-05 14:53:00,2025-02-05 17:17:05,2,1,40,cancelled,10,
14199,training,urgent,2025-02-05 21:35:00,2025-02-05 23:35:00,2025-02-06 02:56:44,2,,40,complete,,
14200,training,routine,2025-02-05 23:28:00,2025-02-06 02:28:00,2025-02-06 07:30:07,3,,2,cancelled,,
14201,medevac,critical,2025-02-05 02:53:00,2025-02-05 04:53:00,2025-02-05 08:55:47,3,1,47,complete,25,
14202,medevac,routine,2025-02-05 06:20:00,2025-02-05 10:20:00,2025-02-05 20:04:28,3,2,13,complete,63,
14203,cargo,urgent,2025-02-05 20:06:00,2025-02-05 23:06:00,2025-02-06 11:03:19,4,5,9,complete,,38.6
14204,training,routine,2025-02-05 03:52:00,2025-02-05 07:52:00,2025-02-05 10:51:25,4,,39,complete,,
14205,training,critical,2025-02-05 23:02:00,2025-02-06 03:02:00,2025-02-06 04:21:32,4,,39,complete,,
