event_id,aircraft_id,base_id,event_type,category,started_at,completed_at,aircraft_hours_at_event,next_due_hours,next_due_date,grounded_days,description
440,17,4,unscheduled,airframe,2024-12-06 23:36:00,2024-12-09 13:36:00,3392.6,,,10,unscheduled airframe repair
441,17,4,inspection,avionics,2024-12-26 20:07:00,2024-12-26 23:07:00,3497.0,,2025-06-24,0,scheduled avionics check
442,17,4,unscheduled,airframe,2024-12-27 22:53:59,2024-12-28 11:53:59,3513.6,,,1,unscheduled airframe repair
443,17,4,unscheduled,landing_gear,2024-12-30 08:20:00,2025-01-02 10:20:00,3565.3,,,3,unscheduled landing_gear repair
444,17,4,scheduled,engine,2025-01-05 12:17:00,2025-01-06 22:17:00,3614.7,4814.7,2025-07-04,1,scheduled engine service
445,17,4,unscheduled,landing_gear,2025-01-21 05:04:45,2025-01-22 14:04:45,3735.3,,,1,unscheduled landing_gear repair
446,17,4,unscheduled,landing_gear,2025-03-09 21:24:00,2025-03-12 13:24:00,4184.1,,,3,unscheduled landing_gear repair
447,17,4,unscheduled,hydraulic,2025-03-16 21:05:00,2025-03-17 05:05:00,4281.6,,,10,unscheduled hydraulic repair
448,17,4,unscheduled,hydraulic,2025-03-25 18:31:00,2025-03-28 03:31:00,4385.9,,,0,unscheduled hydraulic repair
449,17,4,unscheduled,avionics,2025-03-30 09:46:00,2025-04-01 17:46:00,4462.2,,,2,unscheduled avionics repair
450,17,4,unscheduled,landing_gear,2025-04-04 05:37:00,2025-04-05 13:37:00,4528.9,,,2,unscheduled landing_gear repair
451,17,4,unscheduled,hydraulic,2025-04-16 04:13:00,2025-04-16 16:13:00,4671.4,,,1,unscheduled hydraulic repair
452,17,4,inspection,airframe,2025-04-23 01:38:00,2025-04-23 19:38:00,4810.0,7210.0,,1,scheduled airframe inspection
453,17,4,scheduled,engine,2025-04-24 03:56:00,2025-04-25 01:56:00,4816.4,6016.4,2025-10-21,5,scheduled engine service
454,17,4,unscheduled,airframe,2025-05-07 00:36:00,2025-05-09 23:36:00,4942.8,,,2,unscheduled airframe repair
455,17,4,unscheduled,engine,2025-05-14 09:53:00,2025-05-17 23:53:00,5036.7,,,20,unscheduled engine repair
456,17,4,unscheduled,engine,2025-06-17 15:40:01,2025-06-21 13:40:01,5361.7,,,1,unscheduled engine repair
457,17,4,unscheduled,engine,2025-06-18 06:52:00,2025-06-19 09:52:00,5379.8,,,2,unscheduled engine repair
458,17,4,inspection,avionics,2025-06-24 23:51:00,2025-06-25 03:51:00,5476.9,,2025-12-21,0,scheduled avionics check
459,17,4,unscheduled,engine,2025-06-27 07:03:00,2025-06-29 20:03:00,5517.6,,,3,unscheduled engine repair
460,17,4,unscheduled,avionics,2025-07-07 19:03:00,2025-07-11 19:03:00,5591.7,,,10,unscheduled avionics repair
461,17,4,unscheduled,airframe,2025-07-09 02:38:00,2025-07-10 02:38:00,5613.5,,,1,unscheduled airframe repair
462,17,4,unscheduled,hydraulic,2025-07-11 10:06:04,2025-07-12 16:06:04,5647.6,,,2,unscheduled hydraulic repair
463,17,4,unscheduled,hydraulic,2025-07-13 00:39:00,2025-07-15 05:39:00,5662.9,,,1,unscheduled hydraulic repair
464,17,4,unscheduled,hydraulic,2025-07-19 20:15:11,2025-07-21 21:15:11,5705.8,,,10,unscheduled hydraulic repair
465,17,4,unscheduled,avionics,2025-07-20 19:52:55,2025-07-21 13:52:55,5717.2,,,1,unscheduled avionics repair
466,17,4,unscheduled,hydraulic,2025-08-13 13:19:00,2025-08-16 19:19:00,5935.9,,,0,unscheduled hydraulic repair
467,17,4,scheduled,engine,2025-08-19 22:17:22,2025-08-21 16:17:22,6022.8,7222.8,2026-02-15,3,scheduled engine service
468,17,4,unscheduled,engine,2025-08-26 17:20:00,2025-08-29 07:20:00,6207.3,,,20,unscheduled engine repair
469,17,4,unscheduled,landing_gear,2025-08-26 23:18:00,2025-08-27 08:18:00,6209.6,,,20,unscheduled landing_gear repair
470,17,4,unscheduled,landing_gear,2025-09-03 21:46:00,2025-09-07 11:46:00,6298.9,,,5,unscheduled landing_gear repair
471,17,4,unscheduled,engine,2025-09-05 04:00:00,2025-09-07 03:00:00,6306.1,,,10,unscheduled engine repair
472,17,4,unscheduled,airframe,2025-09-14 06:12:00,2025-09-17 15:12:00,6408.3,,,2,unscheduled airframe repair
473,17,4,unscheduled,avionics,2025-09-26 22:57:00,2025-09-29 05:57:00,6579.8,,,2,unscheduled avionics repair
474,17,4,unscheduled,landing_gear,2025-10-08 02:25:00,2025-10-09 13:25:00,6685.3,,,1,unscheduled landing_gear repair
475,17,4,inspection,airframe,2025-11-30 06:20:00,2025-12-01 03:20:00,7214.0,9614.0,,1,scheduled airframe inspection
476,17,4,unscheduled,avionics,2025-11-30 08:29:00,2025-12-04 06:29:00,7217.9,,,3,unscheduled avionics repair
477,17,4,scheduled,engine,2025-12-03 03:26:00,2025-12-04 23:26:00,7224.1,8424.1,2026-06-01,3,scheduled engine service
478,17,4,unscheduled,landing_gear,2025-12-11 00:56:00,2025-12-13 10:56:00,7261.1,,,3,unscheduled landing_gear repair
479,17,4,inspection,avionics,2025-12-22 13:48:00,2025-12-22 21:48:00,7280.7,,2026-06-20,0,scheduled avionics check
480,19,3,unscheduled,airframe,2024-02-17 03:21:00,2024-02-17 08:21:00,171.2,,,0,unscheduled airframe repair
481,19,3,unscheduled,engine,2024-03-12 05:22:00,2024-03-14 14:22:00,285.4,,,2,unscheduled engine repair
482,19,3,inspection,avionics,2024-07-01 16:59:00,2024-07-02 02:59:00,789.7,,2024-12-28,0,scheduled avionics check
483,19,3,unscheduled,landing_gear,2024-08-05 23:05:00,2024-08-07 03:05:00,965.9,,,5,unscheduled landing_gear repair
484,19,3,unscheduled,hydraulic,2024-10-07 15:39:00,2024-10-09 15:39:00,1238.0,,,0,unscheduled hydraulic repair
485,19,3,unscheduled,engine,2024-10-12 09:42:00,2024-10-14 14:42:00,1253.8,,,0,unscheduled engine repair
486,19,3,unscheduled,landing_gear,2024-12-24 15:07:00,2024-12-27 02:07:00,1491.6,,,3,unscheduled landing_gear repair
487,19,3,inspection,avionics,2025-01-02 16:40:00,2025-01-02 23:40:00,1507.9,,2025-07-01,0,scheduled avionics check
488,19,3,unscheduled,engine,2025-02-23 06:02:00,2025-02-25 17:02:00,1673.9,,,1,unscheduled engine repair
489,19,3,scheduled,engine,2025-04-17 22:05:00,2025-04-19 12:05:00,1806.2,3606.2,2025-10-14,1,scheduled engine service
490,19,3,unscheduled,avionics,2025-06-23 22:34:26,2025-06-27 07:34:26,2084.0,,,10,unscheduled avionics repair
491,19,3,inspection,avionics,2025-07-02 05:17:00,2025-07-02 08:17:00,2140.0,,2025-12-29,0,scheduled avionics check
492,19,3,unscheduled,engine,2025-07-11 06:58:00,2025-07-13 19:58:00,2166.1,,,2,unscheduled engine repair
493,19,3,unscheduled,engine,2025-07-27 00:58:00,2025-07-27 11:58:00,2215.2,,,1,unscheduled engine repair
494,19,3,unscheduled,airframe,2025-08-16 23:21:00,2025-08-19 04:21:00,2371.1,,,5,unscheduled airframe repair
495,19,3,unscheduled,landing_gear,2025-09-21 11:16:00,2025-09-22 04:16:00,2551.4,,,0,unscheduled landing_gear repair
496,19,3,inspection,avionics,2025-12-30 09:06:00,2025-12-30 11:06:00,2807.0,,2026-06-28,0,scheduled avionics check
497,20,1,unscheduled,engine,2024-01-20 14:44:00,2024-01-24 11:44:00,97.7,,,3,unscheduled engine repair
498,20,1,unscheduled,hydraulic,2024-04-14 22:37:00,2024-04-18 08:37:00,602.8,,,0,unscheduled hydraulic repair
499,20,1,unscheduled,engine,2024-04-17 21:19:00,2024-04-20 02:19:00,646.0,,,3,unscheduled engine repair
500,20,1,unscheduled,avionics,2024-05-19 14:20:00,2024-05-20 02:20:00,828.7,,,2,unscheduled avionics repair
501,20,1,unscheduled,avionics,2024-06-11 17:46:00,2024-06-15 10:46:00,921.8,,,0,unscheduled avionics repair
502,20,1,inspection,avionics,2024-06-30 00:33:00,2024-06-30 03:33:00,994.4,,2024-12-27,0,scheduled avionics check
503,20,1,unscheduled,hydraulic,2024-08-04 16:43:00,2024-08-08 09:43:00,1179.2,,,1,unscheduled hydraulic repair
504,20,1,unscheduled,engine,2024-10-08 14:05:00,2024-10-12 04:05:00,1504.9,,,3,unscheduled engine repair
505,20,1,unscheduled,landing_gear,2024-10-23 08:16:00,2024-10-24 18:16:00,1597.1,,,0,unscheduled landing_gear repair
506,20,1,scheduled,engine,2024-11-16 15:19:00,2024-11-18 04:19:00,1800.7,3600.7,2025-05-15,2,scheduled engine service
507,20,1,unscheduled,landing_gear,2024-11-24 07:34:00,2024-11-25 01:34:00,1848.2,,,10,unscheduled landing_gear repair
508,20,1,unscheduled,hydraulic,2024-12-05 04:18:30,2024-12-09 01:18:30,1938.3,,,3,unscheduled hydraulic repair
509,20,1,unscheduled,landing_gear,2024-12-06 21:40:00,2024-12-10 03:40:00,1962.3,,,1,unscheduled landing_gear repair
510,20,1,inspection,avionics,2024-12-27 16:39:00,2024-12-28 01:39:00,2139.1,,2025-06-25,0,scheduled avionics check
511,20,1,unscheduled,hydraulic,2024-12-31 04:13:00,2025-01-04 03:13:00,2160.0,,,0,unscheduled hydraulic repair
512,20,1,unscheduled,avionics,2025-02-02 01:31:14,2025-02-03 10:31:14,2458.9,,,0,unscheduled avionics repair
513,20,1,unscheduled,engine,2025-03-11 05:05:00,2025-03-11 18:05:00,2649.9,,,0,unscheduled engine repair
514,20,1,unscheduled,avionics,2025-03-11 07:48:53,2025-03-12 02:48:53,2653.5,,,1,unscheduled avionics repair
515,20,1,unscheduled,avionics,2025-03-14 03:16:00,2025-03-16 15:16:00,2668.6,,,2,unscheduled avionics repair
516,20,1,unscheduled,airframe,2025-04-13 08:37:00,2025-04-16 17:37:00,2820.4,,,2,unscheduled airframe repair
517,20,1,unscheduled,landing_gear,2025-06-10 13:31:00,2025-06-14 06:31:00,3071.3,,,10,unscheduled landing_gear repair
518,20,1,inspection,avionics,2025-06-25 15:43:00,2025-06-25 21:43:00,3159.9,,2025-12-22,0,scheduled avionics check
519,20,1,unscheduled,avionics,2025-06-27 10:59:00,2025-06-28 06:59:00,3176.4,,,2,unscheduled avionics repair
520,20,1,unscheduled,engine,2025-07-19 13:20:00,2025-07-19 19:20:00,3269.5,,,3,unscheduled engine repair
521,20,1,unscheduled,engine,2025-08-09 00:55:56,2025-08-12 17:55:56,3357.3,,,3,unscheduled engine repair
522,20,1,unscheduled,hydraulic,2025-08-23 08:19:00,2025-08-25 00:19:00,3458.8,,,0,unscheduled hydraulic repair
523,20,1,inspection,airframe,2025-09-02 22:35:00,2025-09-03 22:35:00,3505.4,7005.4,,0,scheduled airframe inspection
524,20,1,scheduled,engine,2025-09-20 21:57:00,2025-09-21 22:57:00,3604.1,5404.1,2026-03-19,2,scheduled engine service
525,20,1,unscheduled,hydraulic,2025-09-26 04:49:00,2025-09-28 15:49:00,3654.3,,,1,unscheduled hydraulic repair
526,20,1,unscheduled,engine,2025-10-02 13:31:00,2025-10-06 07:31:00,3751.4,,,2,unscheduled engine repair
527,20,1,unscheduled,avionics,2025-10-03 17:18:38,2025-10-04 19:18:38,3769.6,,,1,unscheduled avionics repair
528,20,1,unscheduled,avionics,2025-10-05 23:03:00,2025-10-06 23:03:00,3799.9,,,0,unscheduled avionics repair
529,20,1,unscheduled,landing_gear,2025-11-11 15:03:29,2025-11-14 21:03:29,3996.3,,,2,unscheduled landing_gear repair
530,20,1,inspection,avionics,2025-12-23 10:41:00,2025-12-23 16:41:00,4201.9,,2026-06-21,0,scheduled avionics check
531,22,1,unscheduled,landing_gear,2024-03-29 18:34:29,2024-03-31 14:34:29,627.7,,,2,unscheduled landing_gear repair
532,22,1,unscheduled,airframe,2024-04-16 10:08:00,2024-04-19 16:08:00,691.2,,,2,unscheduled airframe repair
533,22,1,inspection,avionics,2024-06-29 18:10:00,2024-06-30 00:10:00,1053.9,,2024-12-26,0,scheduled avionics check
534,22,1,unscheduled,hydraulic,2024-09-07 10:17:00,2024-09-09 01:17:00,1334.5,,,3,unscheduled hydraulic repair
535,22,1,scheduled,engine,2024-12-04 16:41:50,2024-12-05 22:41:50,1801.4,3601.4,2025-06-02,1,scheduled engine service
536,22,1,inspection,avionics,2024-12-26 20:31:00,2024-12-27 03:31:00,1959.5,,2025-06-24,0,scheduled avionics check
537,22,1,unscheduled,avionics,2025-01-25 13:21:00,2025-01-29 03:21:00,2085.1,,,1,unscheduled avionics repair
538,22,1,unscheduled,landing_gear,2025-02-16 19:56:00,2025-02-18 15:56:00,2258.8,,,0,unscheduled landing_gear repair
539,22,1,unscheduled,engine,2025-02-18 10:14:00,2025-02-18 18:14:00,2276.2,,,0,unscheduled engine repair
540,22,1,unscheduled,engine,2025-03-18 05:36:00,2025-03-19 23:36:00,2508.3,,,2,unscheduled engine repair
541,22,1,unscheduled,avionics,2025-04-10 18:39:00,2025-04-13 16:39:00,2651.0,,,1,unscheduled avionics repair
542,22,1,unscheduled,landing_gear,2025-05-15 06:17:00,2025-05-17 05:17:00,2905.1,,,3,unscheduled landing_gear repair
543,22,1,unscheduled,engine,2025-05-21 16:10:00,2025-05-23 00:10:00,2966.1,,,3,unscheduled engine repair
544,22,1,inspection,avionics,2025-06-24 23:46:00,2025-06-25 03:46:00,3175.2,,2025-12-21,0,scheduled avionics check
545,22,1,unscheduled,airframe,2025-07-06 02:37:00,2025-07-07 06:37:00,3209.2,,,0,unscheduled airframe repair
546,22,1,unscheduled,airframe,2025-07-25 04:09:00,2025-07-27 07:09:00,3308.5,,,0,unscheduled airframe repair
547,22,1,unscheduled,avionics,2025-08-06 15:59:37,2025-08-08 04:59:37,3391.1,,,10,unscheduled avionics repair
548,22,1,inspection,airframe,2025-09-04 01:18:00,2025-09-04 13:18:00,3503.8,7003.8,,1,scheduled airframe inspection
549,22,1,unscheduled,landing_gear,2025-09-19 04:41:00,2025-09-21 08:41:00,3593.9,,,3,unscheduled landing_gear repair
550,22,1,scheduled,engine,2025-09-23 18:15:00,2025-09-25 02:15:00,3602.3,5402.3,2026-03-22,2,scheduled engine service
551,22,1,unscheduled,avionics,2025-10-17 01:52:00,2025-10-20 17:52:00,3666.7,,,1,unscheduled avionics repair
552,22,1,unscheduled,avionics,2025-10-19 00:43:00,2025-10-21 02:43:00,3682.2,,,1,unscheduled avionics repair
553,22,1,unscheduled,hydraulic,2025-10-25 05:01:59,2025-10-28 18:01:59,3735.4,,,10,unscheduled hydraulic repair
554,22,1,unscheduled,hydraulic,2025-11-17 04:11:34,2025-11-20 22:11:34,3862.7,,,0,unscheduled hydraulic repair
555,22,1,inspection,avionics,2025-12-23 05:57:00,2025-12-23 12:57:00,4051.9,,2026-06-21,0,scheduled avionics check
556,23,6,unscheduled,hydraulic,2024-01-04 14:00:00,2024-01-06 08:00:00,33.6,,,10,unscheduled hydraulic repair
557,23,6,unscheduled,landing_gear,2024-01-17 14:28:00,2024-01-19 15:28:00,73.2,,,3,unscheduled landing_gear repair
558,23,6,unscheduled,airframe,2024-02-28 05:31:00,2024-02-28 20:31:00,237.8,,,0,unscheduled airframe repair
559,23,6,unscheduled,airframe,2024-04-08 13:48:00,2024-04-11 17:48:00,449.7,,,0,unscheduled airframe repair
560,23,6,unscheduled,avionics,2024-04-12 23:01:00,2024-04-14 12:01:00,505.5,,,10,unscheduled avionics repair
561,23,6,unscheduled,hydraulic,2024-05-11 09:08:00,2024-05-12 21:08:00,675.3,,,3,unscheduled hydraulic repair
562,23,6,inspection,avionics,2024-06-29 23:13:00,2024-06-30 01:13:00,959.9,,2024-12-26,0,scheduled avionics check
563,23,6,unscheduled,airframe,2024-07-02 11:01:00,2024-07-04 09:01:00,983.7,,,10,unscheduled airframe repair
564,23,6,unscheduled,engine,2024-07-28 03:17:00,2024-07-29 00:17:00,1164.5,,,3,unscheduled engine repair
565,23,6,unscheduled,engine,2024-08-12 18:51:00,2024-08-13 17:51:00,1299.2,,,5,unscheduled engine repair
566,23,6,unscheduled,engine,2024-09-17 22:38:00,2024-09-21 16:38:00,1507.4,,,0,unscheduled engine repair
567,23,6,unscheduled,hydraulic,2024-09-20 23:29:00,2024-09-24 02:29:00,1518.0,,,1,unscheduled hydraulic repair
568,23,6,unscheduled,engine,2024-10-03 23:40:00,2024-10-07 14:40:00,1580.6,,,2,unscheduled engine repair
569,23,6,unscheduled,airframe,2024-10-08 11:39:00,2024-10-10 09:39:00,1627.6,,,20,unscheduled airframe repair
570,23,6,unscheduled,airframe,2024-10-20 03:40:00,2024-10-23 01:40:00,1681.8,,,1,unscheduled airframe repair
571,23,6,unscheduled,airframe,2024-10-27 14:31:32,2024-10-28 18:31:32,1733.4,,,0,unscheduled airframe repair
572,23,6,scheduled,engine,2024-11-12 02:15:25,2024-11-14 00:15:25,1803.7,3603.7,2025-05-11,5,scheduled engine service
573,23,6,unscheduled,hydraulic,2024-12-07 03:28:00,2024-12-10 03:28:00,1939.3,,,2,unscheduled hydraulic repair
574,23,6,inspection,avionics,2024-12-29 23:34:00,2024-12-30 06:34:00,2034.9,,2025-06-27,0,scheduled avionics check
575,23,6,unscheduled,landing_gear,2025-01-09 04:30:00,2025-01-10 03:30:00,2156.1,,,1,unscheduled landing_gear repair
576,23,6,unscheduled,avionics,2025-02-11 18:57:00,2025-02-13 21:57:00,2341.8,,,1,unscheduled avionics repair
577,23,6,unscheduled,engine,2025-02-22 22:52:00,2025-02-25 02:52:00,2395.4,,,0,unscheduled engine repair
578,23,6,unscheduled,airframe,2025-03-13 23:51:00,2025-03-14 08:51:00,2472.8,,,1,unscheduled airframe repair
579,23,6,unscheduled,engine,2025-03-18 06:37:00,2025-03-20 01:37:00,2514.0,,,3,unscheduled engine repair
580,23,6,unscheduled,engine,2025-05-26 21:00:00,2025-05-30 01:00:00,2934.9,,,2,unscheduled engine repair
581,23,6,unscheduled,engine,2025-06-04 07:31:00,2025-06-07 15:31:00,2986.8,,,1,unscheduled engine repair
582,23,6,inspection,avionics,2025-06-29 07:12:00,2025-06-29 13:12:00,3231.2,,2025-12-26,0,scheduled avionics check
583,23,6,unscheduled,hydraulic,2025-06-29 17:48:31,2025-07-01 08:48:31,3246.1,,,1,unscheduled hydraulic repair
584,23,6,unscheduled,landing_gear,2025-07-25 06:55:12,2025-07-28 15:55:12,3478.5,,,3,unscheduled landing_gear repair
585,23,6,inspection,airframe,2025-07-30 09:45:00,2025-07-31 07:45:00,3509.8,7009.8,,0,scheduled airframe inspection
586,23,6,scheduled,engine,2025-08-13 08:15:00,2025-08-15 02:15:00,3608.1,5408.1,2026-02-09,2,scheduled engine service
587,23,6,unscheduled,engine,2025-08-21 13:24:00,2025-08-21 20:24:00,3704.3,,,3,unscheduled engine repair
588,23,6,unscheduled,hydraulic,2025-09-23 09:19:39,2025-09-27 08:19:39,3944.3,,,0,unscheduled hydraulic repair
589,23,6,unscheduled,hydraulic,2025-09-28 00:19:33,2025-09-28 12:19:33,3969.7,,,2,unscheduled hydraulic repair
590,23,6,inspection,avionics,2025-12-27 19:33:00,2025-12-28 04:33:00,4244.2,,2026-06-25,0,scheduled avionics check
591,24,3,unscheduled,landing_gear,2024-02-05 21:53:05,2024-02-06 08:53:05,98.4,,,2,unscheduled landing_gear repair
592,24,3,unscheduled,engine,2024-03-12 01:17:00,2024-03-16 00:17:00,204.6,,,10,unscheduled engine repair
593,24,3,unscheduled,landing_gear,2024-03-13 13:18:15,2024-03-17 10:18:15,218.2,,,1,unscheduled landing_gear repair
594,24,3,unscheduled,engine,2024-04-05 19:57:56,2024-04-08 21:57:56,374.6,,,3,unscheduled engine repair
595,24,3,unscheduled,landing_gear,2024-05-06 17:47:00,2024-05-09 18:47:00,549.8,,,3,unscheduled landing_gear repair
596,24,3,inspection,avionics,2024-06-30 02:26:00,2024-06-30 14:26:00,803.4,,2024-12-27,0,scheduled avionics check
597,24,3,unscheduled,airframe,2024-09-03 08:47:00,2024-09-05 09:47:00,1125.7,,,1,unscheduled airframe repair
598,24,3,unscheduled,landing_gear,2024-09-19 17:20:07,2024-09-20 09:20:07,1200.7,,,2,unscheduled landing_gear repair
599,24,3,unscheduled,landing_gear,2024-12-11 11:42:00,2024-12-14 09:42:00,1527.7,,,2,unscheduled landing_gear repair
600,24,3,inspection,avionics,2024-12-28 23:18:00,2024-12-29 02:18:00,1595.9,,2025-06-26,0,scheduled avionics check
601,24,3,scheduled,engine,2025-01-24 12:35:00,2025-01-26 12:35:00,1806.7,3606.7,2025-07-23,1,scheduled engine service
602,24,3,unscheduled,avionics,2025-03-29 03:30:00,2025-03-31 01:30:00,2030.1,,,1,unscheduled avionics repair
603,24,3,unscheduled,engine,2025-04-06 20:30:00,2025-04-08 06:30:00,2073.4,,,1,unscheduled engine repair
604,24,3,unscheduled,hydraulic,2025-04-28 13:06:00,2025-04-30 12:06:00,2155.7,,,5,unscheduled hydraulic repair
605,24,3,unscheduled,avionics,2025-06-09 21:02:00,2025-06-13 11:02:00,2285.0,,,3,unscheduled avionics repair
606,24,3,unscheduled,landing_gear,2025-06-19 05:19:55,2025-06-19 12:19:55,2354.7,,,3,unscheduled landing_gear repair
607,24,3,inspection,avionics,2025-06-27 07:38:00,2025-06-27 18:38:00,2402.2,,2025-12-24,0,scheduled avionics check
608,24,3,unscheduled,airframe,2025-07-21 05:24:00,2025-07-22 05:24:00,2492.1,,,3,unscheduled airframe repair
609,24,3,unscheduled,avionics,2025-07-28 18:27:30,2025-07-29 17:27:30,2552.1,,,2,unscheduled avionics repair
610,24,3,inspection,avionics,2025-12-26 22:17:00,2025-12-27 04:17:00,3057.2,,2026-06-24,0,scheduled avionics check
611,25,6,unscheduled,hydraulic,2024-01-24 12:52:00,2024-01-26 12:52:00,126.8,,,3,unscheduled hydraulic repair
612,25,6,unscheduled,hydraulic,2024-01-29 16:06:00,2024-01-31 06:06:00,162.9,,,1,unscheduled hydraulic repair
613,25,6,unscheduled,engine,2024-02-15 05:29:00,2024-02-16 09:29:00,260.5,,,3,unscheduled engine repair
614,25,6,unscheduled,engine,2024-04-01 20:28:00,2024-04-03 01:28:00,440.0,,,1,unscheduled engine repair
615,25,6,unscheduled,hydraulic,2024-04-03 16:42:00,2024-04-07 10:42:00,441.5,,,1,unscheduled hydraulic repair
616,25,6,unscheduled,avionics,2024-04-24 01:52:09,2024-04-25 20:52:09,555.4,,,0,unscheduled avionics repair
617,25,6,inspection,avionics,2024-04-30 06:07:00,2024-04-30 11:07:00,572.2,,2024-08-28,0,scheduled avionics check
618,25,6,unscheduled,engine,2024-04-30 12:47:54,2024-05-02 19:47:54,577.0,,,2,unscheduled engine repair
619,25,6,unscheduled,rotor,2024-05-15 17:48:00,2024-05-16 08:48:00,654.8,,,0,unscheduled rotor repair
620,25,6,scheduled,engine,2024-06-14 09:18:00,2024-06-16 04:18:00,803.0,1603.0,2024-10-12,1,scheduled engine service
621,25,6,unscheduled,hydraulic,2024-06-24 05:49:34,2024-06-26 16:49:34,845.6,,,5,unscheduled hydraulic repair
622,25,6,unscheduled,engine,2024-07-08 07:15:00,2024-07-10 19:15:00,1004.3,,,2,unscheduled engine repair
623,25,6,unscheduled,engine,2024-08-10 04:17:00,2024-08-11 01:17:00,1271.9,,,2,unscheduled engine repair
624,25,6,inspection,avionics,2024-08-28 16:35:00,2024-08-28 20:35:00,1381.0,,2024-12-26,0,scheduled avionics check
625,25,6,inspection,airframe,2024-09-10 22:51:00,2024-09-11 15:51:00,1500.1,3000.1,,0,scheduled airframe inspection
626,25,6,scheduled,engine,2024-09-21 09:09:00,2024-09-23 04:09:00,1611.0,2411.0,2025-01-19,2,scheduled engine service
627,25,6,unscheduled,rotor,2024-10-04 07:42:00,2024-10-06 06:42:00,1681.9,,,3,unscheduled rotor repair
628,25,6,unscheduled,rotor,2024-12-06 08:41:00,2024-12-06 17:41:00,1857.9,,,0,unscheduled rotor repair
629,25,6,inspection,avionics,2024-12-28 06:37:00,2024-12-28 09:37:00,2004.5,,2025-04-27,0,scheduled avionics check
630,25,6,unscheduled,avionics,2025-03-21 12:43:47,2025-03-24 03:43:47,2326.1,,,1,unscheduled avionics repair
631,25,6,scheduled,engine,2025-04-13 06:09:00,2025-04-13 14:09:00,2417.8,3217.8,2025-08-11,1,scheduled engine service
632,25,6,unscheduled,avionics,2025-04-25 02:29:00,2025-04-28 14:29:00,2473.7,,,3,unscheduled avionics repair
633,25,6,inspection,avionics,2025-04-28 10:50:00,2025-04-28 15:50:00,2495.5,,2025-08-26,0,scheduled avionics check
634,25,6,unscheduled,avionics,2025-04-28 06:50:00,2025-04-30 23:50:00,2495.5,,,3,unscheduled avionics repair
635,25,6,unscheduled,rotor,2025-05-31 21:00:00,2025-06-01 03:00:00,2597.6,,,2,unscheduled rotor repair
636,25,6,unscheduled,engine,2025-06-12 21:39:36,2025-06-16 00:39:36,2650.7,,,1,unscheduled engine repair
637,25,6,unscheduled,engine,2025-06-16 15:18:00,2025-06-18 10:18:00,2678.7,,,0,unscheduled engine repair
638,25,6,unscheduled,engine,2025-07-08 09:37:52,2025-07-09 21:37:52,2798.6,,,1,unscheduled engine repair
639,25,6,inspection,airframe,2025-08-06 23:49:00,2025-08-07 12:49:00,3002.8,4502.8,,0,scheduled airframe inspection
640,25,6,unscheduled,airframe,2025-08-15 22:27:00,2025-08-18 22:27:00,3065.5,,,3,unscheduled airframe repair
641,25,6,inspection,avionics,2025-08-26 15:24:00,2025-08-27 03:24:00,3178.3,,2025-12-24,0,scheduled avionics check
642,25,6,scheduled,engine,2025-08-29 10:44:07,2025-08-30 23:44:07,3219.0,4019.0,2025-12-27,3,scheduled engine service
643,25,6,unscheduled,airframe,2025-10-01 02:00:00,2025-10-04 16:00:00,3537.7,,,2,unscheduled airframe repair
644,25,6,unscheduled,airframe,2025-10-07 01:41:00,2025-10-09 23:41:00,3750.1,,,0,unscheduled airframe repair
645,25,6,scheduled,engine,2025-10-10 11:00:00,2025-10-11 22:00:00,4127.0,4927.0,2026-02-07,1,scheduled engine service
646,25,6,inspection,airframe,2025-10-17 03:47:19,2025-10-17 07:47:19,4503.8,6003.8,,2,scheduled airframe inspection
647,25,6,scheduled,engine,2025-10-25 10:00:00,2025-10-27 01:00:00,5060.0,5860.0,2026-02-22,5,scheduled engine service
648,25,6,scheduled,engine,2025-11-09 08:00:00,2025-11-10 23:00:00,5987.3,6787.3,2026-03-09,3,scheduled engine service
649,25,6,inspection,airframe,2025-11-12 04:00:00,2025-11-12 11:00:00,6170.2,7670.2,,1,scheduled airframe inspection
650,25,6,scheduled,engine,2025-11-24 04:00:00,2025-11-25 09:00:00,6936.0,7736.0,2026-03-24,1,scheduled engine service
651,25,6,unscheduled,rotor,2025-12-05 14:40:00,2025-12-09 00:40:00,7120.0,,,1,unscheduled rotor repair
652,25,6,inspection,avionics,2025-12-25 19:59:00,2025-12-26 05:59:00,7161.3,,2026-04-24,0,scheduled avionics check
653,26,5,unscheduled,airframe,2024-01-31 03:40:38,2024-02-03 03:40:38,138.0,,,0,unscheduled airframe repair
654,26,5,unscheduled,rotor,2024-02-12 13:49:00,2024-02-16 04:49:00,184.7,,,2,unscheduled rotor repair
655,26,5,unscheduled,rotor,2024-02-20 16:26:00,2024-02-24 15:26:00,246.3,,,1,unscheduled rotor repair
656,26,5,unscheduled,airframe,2024-04-01 02:38:35,2024-04-02 05:38:35,425.5,,,3,unscheduled airframe repair
657,26,5,unscheduled,airframe,2024-04-06 08:45:00,2024-04-08 13:45:00,492.6,,,10,unscheduled airframe repair
658,26,5,unscheduled,airframe,2024-04-25 15:41:11,2024-04-27 15:41:11,545.3,,,0,unscheduled airframe repair
659,26,5,inspection,avionics,2024-05-06 09:51:00,2024-05-06 16:51:00,574.0,,2024-09-03,0,scheduled avionics check
